date,session_key,pit_duration,lane_duration,meeting_key,lap_number,driver_number,stop_duration,source_closure_retrieved_utc
2026-05-22T21:26:33.875000+00:00,11282,537.4,537.4,1285,14,16,,2026-07-03T17:14:13.057237Z
2026-05-22T21:27:16.991000+00:00,11282,593.1,593.1,1285,11,3,,2026-07-03T17:14:13.057237Z
2026-05-22T21:27:24.420000+00:00,11282,871.3,871.3,1285,11,1,,2026-07-03T17:14:13.057237Z
2026-05-22T21:27:29.142000+00:00,11282,529.2,529.2,1285,15,41,,2026-07-03T17:14:13.057237Z
2026-05-22T21:27:32.869000+00:00,11282,729.3,729.3,1285,11,81,,2026-07-03T17:14:13.057237Z
2026-05-22T21:28:00.754000+00:00,11282,763.0,763.0,1285,12,12,,2026-07-03T17:14:13.057237Z
2026-06-07T13:05:11.097000+00:00,11299,26.7,26.7,1286,1,77,,2026-07-03T17:16:17.304890Z
2026-06-07T13:05:11.753000+00:00,11299,25.9,25.9,1286,1,5,,2026-07-03T17:16:17.304890Z
2026-06-07T13:05:15.738000+00:00,11299,32.1,32.1,1286,1,87,,2026-07-03T17:16:17.304890Z
2026-06-07T13:07:51.620000+00:00,11299,24.9,24.9,1286,3,14,,2026-07-03T17:16:17.304890Z
2026-06-07T13:09:10.136000+00:00,11299,27.1,27.1,1286,4,11,,2026-07-03T17:16:17.304890Z
2026-06-07T13:09:14.620000+00:00,11299,24.8,24.8,1286,4,18,,2026-07-03T17:16:17.304890Z
2026-06-07T13:15:47.335000+00:00,11299,25.4,25.4,1286,9,31,,2026-07-03T17:16:17.304890Z
2026-06-07T13:15:59.835000+00:00,11299,19.7,19.7,1286,9,11,,2026-07-03T17:16:17.304890Z
2026-06-07T13:19:39.858000+00:00,11299,24.8,24.8,1286,12,27,,2026-07-03T17:16:17.304890Z
2026-06-07T13:39:40.204000+00:00,11299,24.1,24.1,1286,28,44,,2026-07-03T17:16:17.304890Z
2026-06-07T13:44:09.388000+00:00,11299,24.0,24.0,1286,31,63,,2026-07-03T17:16:17.304890Z
2026-06-07T13:45:28.474000+00:00,11299,24.7,24.7,1286,32,6,,2026-07-03T17:16:17.304890Z
2026-06-07T13:48:48.285000+00:00,11299,25.3,25.3,1286,35,16,,2026-07-03T17:16:17.304890Z
2026-06-07T13:50:05.535000+00:00,11299,25.7,25.7,1286,35,43,,2026-07-03T17:16:17.304890Z
2026-06-07T13:50:58.679000+00:00,11299,24.1,24.1,1286,37,12,,2026-07-03T17:16:17.304890Z
2026-06-07T14:00:37.472000+00:00,11299,25.5,25.5,1286,43,23,,2026-07-03T17:16:17.304890Z
2026-06-07T14:01:33.347000+00:00,11299,24.6,24.6,1286,43,5,,2026-07-03T17:16:17.304890Z
2026-06-07T14:01:42.457000+00:00,11299,25.6,25.6,1286,44,30,,2026-07-03T17:16:17.304890Z
2026-06-07T14:02:41.495000+00:00,11299,25.5,25.5,1286,45,10,,2026-07-03T17:16:17.304890Z
2026-06-07T14:06:31.029000+00:00,11299,24.2,24.2,1286,48,81,,2026-07-03T17:16:17.304890Z
2026-06-07T14:12:46.971000+00:00,11299,25.6,25.6,1286,52,55,,2026-07-03T17:16:17.304890Z
2026-06-07T14:21:17.307000+00:00,11299,20.5,20.5,1286,58,27,,2026-07-03T17:16:17.304890Z
2026-06-07T14:21:25.635000+00:00,11299,31.4,31.4,1286,59,81,,2026-07-03T17:16:17.304890Z
2026-06-07T14:21:26.073000+00:00,11299,31.2,31.2,1286,60,44,,2026-07-03T17:16:17.304890Z
2026-06-07T14:21:34.338000+00:00,11299,26.3,26.3,1286,58,14,,2026-07-03T17:16:17.304890Z
2026-06-07T14:21:34.463000+00:00,11299,34.9,34.9,1286,60,16,,2026-07-03T17:16:17.304890Z
2026-06-07T14:22:10.057000+00:00,11299,20.3,20.3,1286,58,5,,2026-07-03T17:16:17.304890Z
2026-06-07T14:22:39.778000+00:00,11299,26.8,26.8,1286,61,12,,2026-07-03T17:16:17.304890Z
2026-06-07T14:22:46.086000+00:00,11299,19.6,19.6,1286,60,6,,2026-07-03T17:16:17.304890Z
2026-06-07T14:22:50.085000+00:00,11299,35.2,35.2,1286,60,63,,2026-07-03T17:16:17.304890Z
2026-06-07T14:22:51.100000+00:00,11299,20.2,20.2,1286,59,41,,2026-07-03T17:16:17.304890Z
2026-06-07T14:22:52.596000+00:00,11299,19.7,19.7,1286,59,23,,2026-07-03T17:16:17.304890Z
2026-06-07T14:22:54.064000+00:00,11299,19.8,19.8,1286,59,55,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:09.338000+00:00,11299,19.9,19.9,1286,59,31,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:11.197000+00:00,11299,19.9,19.9,1286,59,27,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:14.713000+00:00,11299,21.9,21.9,1286,59,43,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:15.900000+00:00,11299,19.8,19.8,1286,60,10,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:20.338000+00:00,11299,20.1,20.1,1286,60,81,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:26.682000+00:00,11299,24.2,24.2,1286,61,44,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:27.510000+00:00,11299,20.2,20.2,1286,59,14,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:29.885000+00:00,11299,20.0,20.0,1286,61,16,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:41.002000+00:00,11299,19.9,19.9,1286,60,30,,2026-07-03T17:16:17.304890Z
2026-06-07T14:23:51.502000+00:00,11299,26.0,26.0,1286,59,11,,2026-07-03T17:16:17.304890Z
2026-06-07T14:24:06.813000+00:00,11299,24.8,24.8,1286,59,5,,2026-07-03T17:16:17.304890Z
2026-06-07T14:32:43.844000+00:00,11299,20.7,20.7,1286,66,12,,2026-07-03T17:16:17.304890Z
2026-06-07T14:32:47.250000+00:00,11299,22.5,22.5,1286,66,44,,2026-07-03T17:16:17.304890Z
2026-06-07T14:32:48.418000+00:00,11299,22.3,22.3,1286,66,6,,2026-07-03T17:16:17.304890Z
2026-06-07T14:32:50.457000+00:00,11299,22.5,22.5,1286,66,63,,2026-07-03T17:16:17.304890Z
2026-06-07T14:32:52.040000+00:00,11299,22.7,22.7,1286,65,41,,2026-07-03T17:16:17.304890Z
2026-06-07T14:32:53.440000+00:00,11299,22.7,22.7,1286,65,23,,2026-07-03T17:16:17.304890Z
2026-06-07T14:32:54.289000+00:00,11299,22.1,22.1,1286,65,55,,2026-07-03T17:16:17.304890Z
2026-06-07T14:32:55.584000+00:00,11299,21.4,21.4,1286,65,31,,2026-07-03T17:16:17.304890Z
2026-06-07T14:32:57.280000+00:00,11299,22.3,22.3,1286,65,27,,2026-07-03T17:16:17.304890Z
2026-06-07T14:33:01.288000+00:00,11299,23.3,23.3,1286,66,10,,2026-07-03T17:16:17.304890Z
2026-06-07T14:33:02.693000+00:00,11299,23.3,23.3,1286,65,43,,2026-07-03T17:16:17.304890Z
2026-06-07T14:33:03.979000+00:00,11299,23.4,23.4,1286,66,81,,2026-07-03T17:16:17.304890Z
2026-06-07T14:33:05.205000+00:00,11299,24.0,24.0,1286,65,14,,2026-07-03T17:16:17.304890Z
2026-06-07T14:33:06.706000+00:00,11299,23.8,23.8,1286,65,11,,2026-07-03T17:16:17.304890Z
2026-06-07T14:33:07.685000+00:00,11299,22.7,22.7,1286,65,5,,2026-07-03T17:16:17.304890Z
2026-06-07T14:33:11.784000+00:00,11299,20.3,20.3,1286,66,30,,2026-07-03T17:16:17.304890Z
2026-06-07T15:10:07.188000+00:00,11299,2023.0,2023.0,1286,67,41,,2026-07-03T17:16:17.304890Z
2026-06-07T15:10:09.758000+00:00,11299,2024.1,2024.1,1286,67,23,,2026-07-03T17:16:17.304890Z
2026-06-07T15:10:12.693000+00:00,11299,2025.7,2025.7,1286,67,55,,2026-07-03T17:16:17.304890Z
2026-06-07T15:10:14.530000+00:00,11299,2025.9,2025.9,1286,67,31,,2026-07-03T17:16:17.304890Z
2026-06-07T15:10:17.140000+00:00,11299,2027.0,2027.0,1286,67,27,,2026-07-03T17:16:17.304890Z
2026-06-07T15:10:18.492000+00:00,11299,2025.8,2025.8,1286,67,43,,2026-07-03T17:16:17.304890Z
2026-06-07T15:10:21.680000+00:00,11299,2024.7,2024.7,1286,67,14,,2026-07-03T17:16:17.304890Z
2026-06-07T15:10:25.367000+00:00,11299,2026.8,2026.8,1286,67,11,,2026-07-03T17:16:17.304890Z
2026-06-07T15:10:29.774000+00:00,11299,2029.9,2029.9,1286,67,5,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:12.024000+00:00,11299,2154.1,2154.1,1286,68,12,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:15.196000+00:00,11299,2156.2,2156.2,1286,68,44,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:17.821000+00:00,11299,2156.6,2156.6,1286,68,6,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:20.728000+00:00,11299,2158.1,2158.1,1286,68,63,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:23.290000+00:00,11299,2151.5,2151.5,1286,68,10,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:26.556000+00:00,11299,2151.4,2151.4,1286,68,81,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:29.165000+00:00,11299,2146.0,2146.0,1286,68,30,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:32.696000+00:00,11299,62.5,62.5,1286,68,41,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:34.790000+00:00,11299,62.2,62.2,1286,68,23,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:37.618000+00:00,11299,61.9,61.9,1286,68,55,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:39.884000+00:00,11299,62.6,62.6,1286,68,31,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:42.993000+00:00,11299,61.9,61.9,1286,68,27,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:48.759000+00:00,11299,64.4,64.4,1286,68,43,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:51.994000+00:00,11299,64.9,64.9,1286,68,14,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:54.552000+00:00,11299,65.8,65.8,1286,68,11,,2026-07-03T17:16:17.304890Z
2026-06-07T15:12:56.029000+00:00,11299,63.9,63.9,1286,68,5,,2026-07-03T17:16:17.304890Z
2026-06-07T15:19:38.018000+00:00,11299,19.7,19.7,1286,72,63,,2026-07-03T17:16:17.304890Z
2026-06-14T13:19:06.289000+00:00,11307,22.48,22.48,1287,11,44,2.5,2026-07-03T17:17:09.973923Z
2026-06-14T13:19:32.167000+00:00,11307,25.983,25.983,1287,11,30,6.3,2026-07-03T17:17:09.973923Z
2026-06-14T13:20:25.691000+00:00,11307,22.08,22.08,1287,12,63,2.4,2026-07-03T17:17:09.973923Z
2026-06-14T13:20:38.434000+00:00,11307,22.273,22.273,1287,12,3,2.5,2026-07-03T17:17:09.973923Z
2026-06-14T13:21:02.197000+00:00,11307,22.983,22.983,1287,12,43,3.3,2026-07-03T17:17:09.973923Z
2026-06-14T13:21:18.159000+00:00,11307,24.805,24.805,1287,12,11,4.2,2026-07-03T17:17:09.973923Z
2026-06-14T13:21:56.796000+00:00,11307,21.7,21.7,1287,13,1,,2026-07-03T17:17:09.973923Z
2026-06-14T13:22:21.978000+00:00,11307,22.869,22.869,1287,13,27,2.6,2026-07-03T17:17:09.973923Z
2026-06-14T13:22:36.805000+00:00,11307,23.256,23.256,1287,13,31,3.4,2026-07-03T17:17:09.973923Z
2026-06-14T13:22:40.415000+00:00,11307,24.005,24.005,1287,13,23,5.0,2026-07-03T17:17:09.973923Z
2026-06-14T13:23:17.696000+00:00,11307,22.038,22.038,1287,14,12,2.6,2026-07-03T17:17:09.973923Z
2026-06-14T13:23:29.775000+00:00,11307,21.776,21.776,1287,14,81,2.2,2026-07-03T17:17:09.973923Z
2026-06-14T13:23:54.707000+00:00,11307,22.682,22.682,1287,14,10,3.0,2026-07-03T17:17:09.973923Z
2026-06-14T13:23:58.472000+00:00,11307,22.977,22.977,1287,14,55,3.4,2026-07-03T17:17:09.973923Z
2026-06-14T13:24:22.993000+00:00,11307,23.28,23.28,1287,14,77,2.9,2026-07-03T17:17:09.973923Z
2026-06-14T13:25:11.329000+00:00,11307,22.444,22.444,1287,15,6,2.7,2026-07-03T17:17:09.973923Z
2026-06-14T13:25:30.323000+00:00,11307,22.783,22.783,1287,15,5,2.6,2026-07-03T17:17:09.973923Z
2026-06-14T13:26:14.211000+00:00,11307,22.249,22.249,1287,16,16,,2026-07-03T17:17:09.973923Z
2026-06-14T13:29:49.096000+00:00,11307,23.118,23.118,1287,18,87,3.6,2026-07-03T17:17:09.973923Z
2026-06-14T13:34:34.480000+00:00,11307,22.22,22.22,1287,21,14,2.4,2026-07-03T17:17:09.973923Z
2026-06-14T13:35:21.209000+00:00,11307,22.476,22.476,1287,22,41,2.7,2026-07-03T17:17:09.973923Z
2026-06-14T13:41:28.951000+00:00,11307,22.477,22.477,1287,27,44,2.6,2026-07-03T17:17:09.973923Z
2026-06-14T13:44:29.360000+00:00,11307,24.189,24.189,1287,29,3,4.5,2026-07-03T17:17:09.973923Z
2026-06-14T13:45:56.713000+00:00,11307,22.027,22.027,1287,29,23,2.1,2026-07-03T17:17:09.973923Z
2026-06-14T13:46:59.052000+00:00,11307,22.595,22.595,1287,30,55,3.1,2026-07-03T17:17:09.973923Z
2026-06-14T13:49:02.396000+00:00,11307,24.432,24.432,1287,31,11,4.0,2026-07-03T17:17:09.973923Z
2026-06-14T13:49:09.615000+00:00,11307,22.528,22.528,1287,32,6,2.9,2026-07-03T17:17:09.973923Z
2026-06-14T13:51:21.181000+00:00,11307,22.285,22.285,1287,33,5,2.1,2026-07-03T17:17:09.973923Z
2026-06-14T13:52:24.989000+00:00,11307,22.29,22.29,1287,34,43,2.6,2026-07-03T17:17:09.973923Z
2026-06-14T13:52:36.546000+00:00,11307,22.0,22.0,1287,35,1,,2026-07-03T17:17:09.973923Z
2026-06-14T13:53:02.214000+00:00,11307,26.449,26.449,1287,34,31,6.7,2026-07-03T17:17:09.973923Z
2026-06-14T13:53:49.609000+00:00,11307,23.172,23.172,1287,35,30,3.8,2026-07-03T17:17:09.973923Z
2026-06-14T13:53:54.451000+00:00,11307,21.677,21.677,1287,36,63,2.8,2026-07-03T17:17:09.973923Z
2026-06-14T13:54:19.600000+00:00,11307,22.661,22.661,1287,36,81,3.2,2026-07-03T17:17:09.973923Z
2026-06-14T13:55:16.919000+00:00,11307,22.21,22.21,1287,37,12,2.8,2026-07-03T17:17:09.973923Z
2026-06-14T13:56:55.952000+00:00,11307,24.01,24.01,1287,37,41,4.3,2026-07-03T17:17:09.973923Z
2026-06-14T13:58:21.402000+00:00,11307,22.125,22.125,1287,39,16,2.5,2026-07-03T17:17:09.973923Z
2026-06-14T13:59:59.158000+00:00,11307,22.786,22.786,1287,40,3,3.0,2026-07-03T17:17:09.973923Z
2026-06-14T14:00:06.515000+00:00,11307,23.901,23.901,1287,39,87,4.0,2026-07-03T17:17:09.973923Z
2026-06-14T14:01:08.272000+00:00,11307,23.912,23.912,1287,39,11,3.3,2026-07-03T17:17:09.973923Z
2026-06-14T14:01:13.428000+00:00,11307,22.837,22.837,1287,41,44,2.8,2026-07-03T17:17:09.973923Z
2026-06-14T14:01:19.722000+00:00,11307,23.31,23.31,1287,40,10,3.8,2026-07-03T17:17:09.973923Z
2026-06-14T14:05:58.019000+00:00,11307,777.7,777.7,1287,34,23,,2026-07-03T17:17:09.973923Z
2026-06-14T14:20:20.533000+00:00,11307,25.915,25.915,1287,53,5,5.8,2026-07-03T17:17:09.973923Z
2026-06-14T14:23:04.365000+00:00,11307,22.772,22.772,1287,55,55,3.3,2026-07-03T17:17:09.973923Z
2026-06-14T14:25:54.289000+00:00,11307,21.949,21.949,1287,58,6,2.3,2026-07-03T17:17:09.973923Z
2026-06-14T14:27:44.973000+00:00,11307,22.9,22.9,1287,58,31,,2026-07-03T17:17:09.973923Z
2026-06-14T14:28:47.306000+00:00,11307,22.703,22.703,1287,50,23,3.2,2026-07-03T17:17:09.973923Z
2026-06-28T13:18:16+00:00,11315,21.3,21.3,1288,12,44,,2026-07-03T17:18:08.823441Z
2026-06-28T13:19:34.611000+00:00,11315,21.7,21.7,1288,13,16,,2026-07-03T17:18:08.823441Z
2026-06-28T13:19:57.672000+00:00,11315,21.6,21.6,1288,13,10,,2026-07-03T17:18:08.823441Z
2026-06-28T13:21:15.449000+00:00,11315,21.3,21.3,1288,14,55,,2026-07-03T17:18:08.823441Z
2026-06-28T13:24:47.179000+00:00,11315,22.6,22.6,1288,17,5,,2026-07-03T17:18:08.823441Z
2026-06-28T13:25:32.461000+00:00,11315,21.3,21.3,1288,18,3,,2026-07-03T17:18:08.823441Z
2026-06-28T13:25:46.069000+00:00,11315,21.7,21.7,1288,18,6,,2026-07-03T17:18:08.823441Z
2026-06-28T13:25:56.802000+00:00,11315,21.4,21.4,1288,18,41,,2026-07-03T17:18:08.823441Z
2026-06-28T13:26:14.833000+00:00,11315,21.8,21.8,1288,18,31,,2026-07-03T17:18:08.823441Z
2026-06-28T13:26:17.113000+00:00,11315,21.2,21.2,1288,18,23,,2026-07-03T17:18:08.823441Z
2026-06-28T13:26:40.718000+00:00,11315,21.2,21.2,1288,19,63,,2026-07-03T17:18:08.823441Z
2026-06-28T13:26:56.641000+00:00,11315,22.0,22.0,1288,19,81,,2026-07-03T17:18:08.823441Z
2026-06-28T13:27:09.009000+00:00,11315,22.0,22.0,1288,19,30,,2026-07-03T17:18:08.823441Z
2026-06-28T13:28:48.729000+00:00,11315,21.5,21.5,1288,20,43,,2026-07-03T17:18:08.823441Z
2026-06-28T13:29:25.824000+00:00,11315,21.5,21.5,1288,21,1,,2026-07-03T17:18:08.823441Z
2026-06-28T13:29:55.706000+00:00,11315,21.5,21.5,1288,21,27,,2026-07-03T17:18:08.823441Z
2026-06-28T13:32:54.499000+00:00,11315,21.4,21.4,1288,24,12,,2026-07-03T17:18:08.823441Z
2026-06-28T13:33:53.795000+00:00,11315,21.5,21.5,1288,24,87,,2026-07-03T17:18:08.823441Z
2026-06-28T13:34:21.799000+00:00,11315,22.3,22.3,1288,24,14,,2026-07-03T17:18:08.823441Z
2026-06-28T13:34:30.473000+00:00,11315,23.5,23.5,1288,24,18,,2026-07-03T17:18:08.823441Z
2026-06-28T13:34:41.205000+00:00,11315,21.2,21.2,1288,25,44,,2026-07-03T17:18:08.823441Z
2026-06-28T13:45:46.672000+00:00,11315,25.4,25.4,1288,33,31,,2026-07-03T17:18:08.823441Z
2026-06-28T13:49:36.347000+00:00,11315,21.0,21.0,1288,37,16,,2026-07-03T17:18:08.823441Z
2026-06-28T13:50:46.204000+00:00,11315,21.2,21.2,1288,37,23,,2026-07-03T17:18:08.823441Z
2026-06-28T13:51:34.103000+00:00,11315,21.2,21.2,1288,38,10,,2026-07-03T17:18:08.823441Z
2026-06-28T13:53:16.481000+00:00,11315,21.2,21.2,1288,40,6,,2026-07-03T17:18:08.823441Z
2026-06-28T13:55:35.812000+00:00,11315,21.2,21.2,1288,42,81,,2026-07-03T17:18:08.823441Z
2026-06-28T13:55:37.472000+00:00,11315,21.2,21.2,1288,42,44,,2026-07-03T17:18:08.823441Z
2026-06-28T13:56:31.785000+00:00,11315,21.2,21.2,1288,43,63,,2026-07-03T17:18:08.823441Z
2026-06-28T13:58:47.094000+00:00,11315,21.8,21.8,1288,44,5,,2026-07-03T17:18:08.823441Z
2026-06-28T13:59:53.792000+00:00,11315,21.5,21.5,1288,45,30,,2026-07-03T17:18:08.823441Z
2026-06-28T14:00:09.488000+00:00,11315,22.5,22.5,1288,45,27,,2026-07-03T17:18:08.823441Z
2026-06-28T14:00:27.963000+00:00,11315,22.0,22.0,1288,45,87,,2026-07-03T17:18:08.823441Z
2026-06-28T14:01:06.281000+00:00,11315,21.5,21.5,1288,46,41,,2026-07-03T17:18:08.823441Z
2026-06-28T14:01:44.351000+00:00,11315,21.8,21.8,1288,47,1,,2026-07-03T17:18:08.823441Z
2026-06-28T14:01:49.515000+00:00,11315,21.4,21.4,1288,46,43,,2026-07-03T17:18:08.823441Z
2026-06-28T14:03:48.538000+00:00,11315,21.2,21.2,1288,49,3,,2026-07-03T17:18:08.823441Z
2026-06-28T14:06:14.731000+00:00,11315,21.5,21.5,1288,51,12,,2026-07-03T17:18:08.823441Z
2026-06-28T14:06:29.094000+00:00,11315,28.7,28.7,1288,49,14,,2026-07-03T17:18:08.823441Z
2026-06-28T14:07:41.166000+00:00,11315,21.5,21.5,1288,51,10,,2026-07-03T17:18:08.823441Z
2026-06-28T14:16:33.840000+00:00,11315,22.7,22.7,1288,59,16,,2026-07-03T17:18:08.823441Z
2026-07-03T15:30:14.714000+00:00,11317,,,1289,1,11,,2026-07-03T17:18:18.120004Z
2026-07-03T15:30:20.299000+00:00,11317,,,1289,1,77,,2026-07-03T17:18:18.120004Z
2026-07-03T15:30:43.565000+00:00,11317,,,1289,1,31,,2026-07-03T17:18:18.120004Z
2026-07-03T15:30:47.676000+00:00,11317,,,1289,1,87,,2026-07-03T17:18:18.120004Z
2026-07-03T15:31:20.441000+00:00,11317,,,1289,1,12,,2026-07-03T17:18:18.120004Z
2026-07-03T15:31:26.105000+00:00,11317,,,1289,1,63,,2026-07-03T17:18:18.120004Z
2026-07-03T15:31:30.514000+00:00,11317,,,1289,1,16,,2026-07-03T17:18:18.120004Z
2026-07-03T15:31:35.738000+00:00,11317,,,1289,1,44,,2026-07-03T17:18:18.120004Z
2026-07-03T15:31:41.437000+00:00,11317,,,1289,1,5,,2026-07-03T17:18:18.120004Z
2026-07-03T15:31:51.388000+00:00,11317,,,1289,1,27,,2026-07-03T17:18:18.120004Z
2026-07-03T15:31:58.181000+00:00,11317,,,1289,1,30,,2026-07-03T17:18:18.120004Z
2026-07-03T15:32:02.555000+00:00,11317,,,1289,1,55,,2026-07-03T17:18:18.120004Z
2026-07-03T15:32:09.313000+00:00,11317,,,1289,1,23,,2026-07-03T17:18:18.120004Z
2026-07-03T15:32:15.533000+00:00,11317,,,1289,1,41,,2026-07-03T17:18:18.120004Z
