date,session_key,air_temperature,humidity,track_temperature,wind_direction,wind_speed,pressure,meeting_key,rainfall
2026-09-11T15:17:28.652000+00:00,11363,30.2,10.7,51.4,297,1.6,941.9,1294,0
2026-09-11T15:18:28.655000+00:00,11363,30.3,10.8,51.5,96,0.5,941.9,1294,0
2026-09-11T15:19:28.663000+00:00,11363,30.3,10.7,51.6,81,2.1,941.9,1294,0
2026-09-11T15:20:28.663000+00:00,11363,30.4,10.5,51.0,54,1.6,941.8,1294,0
2026-09-11T15:21:28.664000+00:00,11363,30.1,10.7,50.2,66,2.1,941.8,1294,0
2026-09-11T15:22:28.694000+00:00,11363,30.1,11.1,50.7,88,1.8,941.9,1294,0
2026-09-11T15:23:28.647000+00:00,11363,30.2,11.1,50.9,71,2.0,941.8,1294,0
2026-09-11T15:24:28.655000+00:00,11363,30.3,11.1,51.1,87,1.1,941.8,1294,0
2026-09-11T15:25:28.669000+00:00,11363,30.2,11.1,50.8,287,0.6,941.8,1294,0
2026-09-11T15:26:28.669000+00:00,11363,30.1,11.0,50.5,338,0.9,941.8,1294,0
2026-09-11T15:27:28.677000+00:00,11363,30.1,11.2,51.0,341,0.5,941.8,1294,0
2026-09-11T15:28:28.687000+00:00,11363,30.3,11.3,50.8,45,0.6,941.8,1294,0
2026-09-11T15:29:28.682000+00:00,11363,30.3,11.3,51.1,5,0.7,941.9,1294,0
2026-09-11T15:30:28.695000+00:00,11363,30.1,11.4,51.2,67,1.1,941.8,1294,0
2026-09-11T15:31:28.697000+00:00,11363,30.2,11.4,51.1,66,1.3,941.8,1294,0
2026-09-11T15:32:28.727000+00:00,11363,30.2,11.3,51.0,73,0.7,941.8,1294,0
2026-09-11T15:33:28.748000+00:00,11363,30.2,11.5,50.8,127,0.3,941.8,1294,0
2026-09-11T15:34:28.817000+00:00,11363,30.3,11.5,51.0,294,0.6,941.8,1294,0
2026-09-11T15:35:28.761000+00:00,11363,30.3,11.6,50.6,0,0.0,941.8,1294,0
2026-09-11T15:36:28.768000+00:00,11363,30.5,11.6,50.8,280,1.6,941.8,1294,0
2026-09-11T15:37:28.754000+00:00,11363,30.5,11.5,50.8,299,2.1,941.8,1294,0
2026-09-11T15:38:28.767000+00:00,11363,30.5,11.4,50.9,338,0.6,941.7,1294,0
2026-09-11T15:39:28.780000+00:00,11363,30.4,11.6,50.4,0,0.0,941.8,1294,0
2026-09-11T15:40:28.793000+00:00,11363,30.3,11.9,50.8,26,0.8,941.7,1294,0
2026-09-11T15:41:28.795000+00:00,11363,30.4,11.6,50.3,291,3.3,941.7,1294,0
2026-09-11T15:42:28.797000+00:00,11363,30.3,11.8,50.4,265,1.1,941.7,1294,0
2026-09-11T15:43:28.793000+00:00,11363,30.2,11.7,49.9,286,2.5,941.8,1294,0
2026-09-11T15:44:28.793000+00:00,11363,30.1,11.6,50.1,283,2.1,941.7,1294,0
2026-09-11T15:45:28.780000+00:00,11363,30.0,11.7,49.8,277,2.0,941.8,1294,0
2026-09-11T15:46:28.785000+00:00,11363,30.1,11.7,49.7,235,1.0,941.7,1294,0
2026-09-11T15:47:28.792000+00:00,11363,30.1,11.8,49.9,278,1.6,941.7,1294,0
2026-09-11T15:48:28.865000+00:00,11363,30.1,11.6,49.8,281,1.2,941.8,1294,0
2026-09-11T15:49:28.799000+00:00,11363,30.1,11.6,50.0,284,1.8,941.6,1294,0
2026-09-11T15:50:28.808000+00:00,11363,30.1,11.7,49.8,284,1.1,941.7,1294,0
2026-09-11T15:51:28.812000+00:00,11363,30.2,11.7,49.5,271,1.5,941.8,1294,0
2026-09-11T15:52:28.812000+00:00,11363,30.3,11.8,49.2,310,1.1,941.7,1294,0
2026-09-11T15:53:28.815000+00:00,11363,30.3,11.6,49.1,277,1.6,941.7,1294,0
2026-09-11T15:54:28.814000+00:00,11363,30.2,11.7,49.4,200,0.4,941.7,1294,0
2026-09-11T15:55:28.808000+00:00,11363,30.2,11.7,49.7,50,0.4,941.7,1294,0
2026-09-11T15:56:28.811000+00:00,11363,30.2,11.8,49.7,43,0.8,941.7,1294,0
2026-09-11T15:57:28.808000+00:00,11363,30.2,11.7,49.6,64,0.9,941.7,1294,0
2026-09-11T15:58:28.823000+00:00,11363,30.3,11.6,49.3,67,1.8,941.7,1294,0
2026-09-11T15:59:28.821000+00:00,11363,30.3,11.6,49.1,40,1.5,941.7,1294,0
2026-09-11T16:00:28.820000+00:00,11363,30.3,11.5,49.2,78,1.5,941.6,1294,0
2026-09-11T16:01:28.819000+00:00,11363,30.4,11.5,49.1,71,1.4,941.6,1294,0
2026-09-11T16:02:28.841000+00:00,11363,30.4,11.5,49.0,82,0.7,941.6,1294,0
2026-09-11T16:03:28.834000+00:00,11363,30.3,11.4,49.3,91,0.8,941.6,1294,0
2026-09-11T16:04:28.837000+00:00,11363,30.3,11.5,49.0,91,0.8,941.6,1294,0
2026-09-11T16:05:28.846000+00:00,11363,30.4,11.6,48.7,39,1.4,941.6,1294,0
2026-09-11T16:06:28.863000+00:00,11363,30.4,11.1,48.8,286,1.7,941.6,1294,0
2026-09-11T16:07:28.859000+00:00,11363,30.5,11.1,48.9,275,1.0,941.6,1294,0
2026-09-11T16:08:28.871000+00:00,11363,30.5,11.2,48.5,14,1.3,941.5,1294,0
2026-09-11T16:09:28.886000+00:00,11363,30.5,11.3,48.7,255,1.2,941.6,1294,0
