date,session_key,meeting_key,track_temperature,pressure,wind_direction,wind_speed,air_temperature,rainfall,humidity
2026-07-19T12:38:37.434000+00:00,11334,1290,27.8,972.8,300,1.6,17.7,0,52.2
2026-07-19T12:39:37.434000+00:00,11334,1290,27.8,972.8,300,1.6,16.7,0,52.2
2026-07-19T12:40:37.430000+00:00,11334,1290,27.8,972.8,287,1.1,17.6,0,51.3
2026-07-19T12:41:37.439000+00:00,11334,1290,27.8,972.8,287,1.1,17.1,0,51.3
2026-07-19T12:42:37.444000+00:00,11334,1290,27.8,972.9,309,2.5,18.2,0,50.5
2026-07-19T12:43:37.438000+00:00,11334,1290,27.8,972.9,309,2.5,17.2,0,50.5
2026-07-19T12:44:37.443000+00:00,11334,1290,27.6,972.8,257,1.3,17.4,0,51.1
2026-07-19T12:45:37.440000+00:00,11334,1290,27.6,972.9,297,1.1,17.3,0,50.9
2026-07-19T12:46:37.446000+00:00,11334,1290,28.3,972.8,295,1.7,17.4,0,50.7
2026-07-19T12:47:37.440000+00:00,11334,1290,29.5,972.8,326,0.9,17.4,0,50.5
2026-07-19T12:48:37.453000+00:00,11334,1290,28.6,972.8,287,2.8,17.4,0,50.3
2026-07-19T12:49:37.444000+00:00,11334,1290,26.1,972.9,294,2.7,17.5,0,48.7
2026-07-19T12:50:37.448000+00:00,11334,1290,27.5,973.0,253,1.0,17.5,0,48.1
2026-07-19T12:51:37.449000+00:00,11334,1290,28.0,972.9,277,1.0,17.5,0,49.6
2026-07-19T12:52:37.441000+00:00,11334,1290,28.9,972.9,322,2.3,18.0,0,50.1
2026-07-19T12:53:37.449000+00:00,11334,1290,28.4,972.9,337,2.1,17.6,0,50.2
2026-07-19T12:54:37.450000+00:00,11334,1290,28.1,973.0,297,2.6,17.5,0,50.3
2026-07-19T12:55:37.448000+00:00,11334,1290,28.1,972.9,309,2.6,17.4,0,50.9
2026-07-19T12:56:37.457000+00:00,11334,1290,27.9,972.9,326,0.4,17.4,0,50.3
2026-07-19T12:57:37.466000+00:00,11334,1290,28.1,972.9,309,1.9,17.3,0,51.5
2026-07-19T12:58:37.464000+00:00,11334,1290,28.1,972.9,309,1.9,16.8,0,51.5
2026-07-19T12:59:37.498000+00:00,11334,1290,28.6,973.0,314,1.9,17.2,0,52.8
2026-07-19T13:00:37.485000+00:00,11334,1290,29.1,973.0,319,3.9,17.6,0,53.0
2026-07-19T13:01:37.487000+00:00,11334,1290,29.4,972.9,333,0.5,17.3,0,52.0
2026-07-19T13:02:37.487000+00:00,11334,1290,28.9,972.9,317,3.4,17.1,0,53.1
2026-07-19T13:03:37.486000+00:00,11334,1290,29.1,973.0,313,3.0,17.0,0,52.6
2026-07-19T13:04:37.494000+00:00,11334,1290,34.4,973.0,318,1.8,17.1,0,53.6
2026-07-19T13:05:37.490000+00:00,11334,1290,29.1,973.0,319,2.5,17.0,0,53.7
2026-07-19T13:06:37.496000+00:00,11334,1290,29.0,973.1,306,2.3,17.0,0,53.0
2026-07-19T13:07:37.495000+00:00,11334,1290,28.8,972.9,295,3.1,17.0,0,52.6
2026-07-19T13:08:37.489000+00:00,11334,1290,28.1,973.0,326,3.3,17.1,0,52.3
2026-07-19T13:09:37.493000+00:00,11334,1290,28.6,973.1,321,2.0,17.0,0,52.7
2026-07-19T13:10:37.492000+00:00,11334,1290,28.3,973.0,314,1.7,17.0,0,53.5
2026-07-19T13:11:37.481000+00:00,11334,1290,28.4,973.1,316,3.1,17.0,0,53.7
2026-07-19T13:12:37.494000+00:00,11334,1290,28.4,973.1,313,2.4,17.0,0,52.9
2026-07-19T13:13:37.498000+00:00,11334,1290,28.7,973.0,329,2.4,17.0,0,53.7
2026-07-19T13:14:37.502000+00:00,11334,1290,28.4,973.0,303,3.0,17.0,0,53.2
2026-07-19T13:15:37.504000+00:00,11334,1290,28.7,973.1,325,1.3,17.0,0,52.9
2026-07-19T13:16:37.515000+00:00,11334,1290,28.4,973.0,301,2.5,17.1,0,53.3
2026-07-19T13:17:37.483000+00:00,11334,1290,28.5,973.1,307,0.8,17.2,0,53.1
2026-07-19T13:18:37.513000+00:00,11334,1290,28.4,973.0,317,3.0,17.2,0,52.5
2026-07-19T13:19:37.506000+00:00,11334,1290,28.5,973.0,323,1.9,17.3,0,52.7
2026-07-19T13:20:37.524000+00:00,11334,1290,28.0,973.0,327,3.3,17.2,0,52.9
2026-07-19T13:21:37.508000+00:00,11334,1290,28.1,973.0,308,2.1,17.2,0,53.2
2026-07-19T13:22:37.519000+00:00,11334,1290,28.2,973.0,327,2.0,17.2,0,53.7
2026-07-19T13:23:37.502000+00:00,11334,1290,28.6,973.0,324,2.3,17.2,0,53.5
2026-07-19T13:24:37.531000+00:00,11334,1290,28.8,973.0,302,2.0,17.2,0,53.8
2026-07-19T13:25:37.528000+00:00,11334,1290,29.5,973.0,292,1.6,17.3,0,53.9
2026-07-19T13:26:37.536000+00:00,11334,1290,29.5,973.1,336,0.4,17.3,0,53.7
2026-07-19T13:27:37.548000+00:00,11334,1290,29.5,973.0,353,1.8,17.4,0,53.3
2026-07-19T13:28:37.548000+00:00,11334,1290,29.0,973.0,298,1.4,17.4,0,52.2
2026-07-19T13:29:37.556000+00:00,11334,1290,29.0,973.0,316,1.7,17.5,0,52.4
2026-07-19T13:30:37.539000+00:00,11334,1290,29.2,973.0,315,0.7,17.5,0,52.3
2026-07-19T13:31:37.551000+00:00,11334,1290,28.9,972.9,305,2.0,17.6,0,52.6
2026-07-19T13:32:37.559000+00:00,11334,1290,28.9,973.0,315,1.4,17.6,0,52.1
2026-07-19T13:33:37.562000+00:00,11334,1290,29.1,972.9,319,1.4,17.6,0,52.1
2026-07-19T13:34:37.552000+00:00,11334,1290,28.9,972.9,342,2.3,17.5,0,52.9
2026-07-19T13:35:37.560000+00:00,11334,1290,29.0,973.0,325,0.5,17.5,0,53.5
2026-07-19T13:36:37.547000+00:00,11334,1290,28.8,973.0,302,0.7,17.5,0,54.2
2026-07-19T13:37:37.566000+00:00,11334,1290,29.7,972.9,0,0.0,17.4,0,53.7
2026-07-19T13:38:37.537000+00:00,11334,1290,31.3,972.9,317,2.1,17.5,0,53.5
2026-07-19T13:39:37.558000+00:00,11334,1290,31.4,972.9,299,0.8,17.5,0,53.1
2026-07-19T13:40:37.547000+00:00,11334,1290,30.0,972.9,291,2.5,17.7,0,54.0
2026-07-19T13:41:37.546000+00:00,11334,1290,30.9,972.9,329,4.0,17.8,0,52.3
2026-07-19T13:42:37.586000+00:00,11334,1290,30.7,972.9,303,1.9,18.0,0,52.3
2026-07-19T13:43:37.566000+00:00,11334,1290,30.5,972.8,299,0.9,18.0,0,52.4
2026-07-19T13:44:37.554000+00:00,11334,1290,30.9,972.9,298,1.7,18.2,0,51.3
2026-07-19T13:45:37.574000+00:00,11334,1290,31.3,972.8,301,3.3,18.2,0,50.0
2026-07-19T13:46:37.562000+00:00,11334,1290,32.3,972.7,313,1.6,18.1,0,50.3
2026-07-19T13:47:37.570000+00:00,11334,1290,32.2,972.8,317,0.4,18.0,0,50.1
2026-07-19T13:48:37.566000+00:00,11334,1290,32.2,972.8,295,2.3,18.0,0,50.7
2026-07-19T13:49:37.550000+00:00,11334,1290,32.5,972.7,311,1.4,18.0,0,48.9
2026-07-19T13:50:37.578000+00:00,11334,1290,32.5,972.6,298,2.2,18.1,0,48.0
2026-07-19T13:51:37.574000+00:00,11334,1290,32.3,972.8,321,1.4,18.3,0,47.7
2026-07-19T13:52:37.576000+00:00,11334,1290,32.7,972.7,338,1.2,18.5,0,47.4
2026-07-19T13:53:37.568000+00:00,11334,1290,32.5,972.6,254,1.2,18.4,0,47.0
2026-07-19T13:54:37.561000+00:00,11334,1290,31.9,972.6,300,2.5,18.4,0,47.8
2026-07-19T13:55:37.547000+00:00,11334,1290,31.7,972.7,280,2.0,18.5,0,47.1
2026-07-19T13:56:37.573000+00:00,11334,1290,32.2,972.6,220,0.7,18.6,0,45.2
2026-07-19T13:57:37.564000+00:00,11334,1290,32.2,972.6,312,2.1,18.6,0,45.0
2026-07-19T13:58:37.560000+00:00,11334,1290,32.5,972.5,259,0.7,18.7,0,43.5
2026-07-19T13:59:37.561000+00:00,11334,1290,32.5,972.5,265,1.5,18.8,0,43.4
2026-07-19T14:00:37.546000+00:00,11334,1290,33.3,972.6,350,1.3,18.9,0,43.7
2026-07-19T14:01:37.581000+00:00,11334,1290,32.2,972.6,290,3.1,19.0,0,43.3
2026-07-19T14:02:37.554000+00:00,11334,1290,33.1,972.5,299,0.8,19.0,0,40.7
2026-07-19T14:03:37.596000+00:00,11334,1290,32.9,972.7,298,2.9,19.0,0,41.0
2026-07-19T14:04:37.585000+00:00,11334,1290,32.5,972.6,302,2.3,19.0,0,40.6
2026-07-19T14:05:37.577000+00:00,11334,1290,33.5,972.6,307,3.7,19.0,0,37.8
2026-07-19T14:06:37.579000+00:00,11334,1290,32.0,972.6,278,2.1,19.1,0,40.8
2026-07-19T14:07:37.582000+00:00,11334,1290,32.1,972.5,311,2.0,19.1,0,39.4
2026-07-19T14:08:37.567000+00:00,11334,1290,33.0,972.6,312,1.4,19.1,0,40.8
2026-07-19T14:09:37.583000+00:00,11334,1290,33.4,972.7,322,2.4,19.2,0,41.5
2026-07-19T14:10:37.577000+00:00,11334,1290,32.9,972.7,303,1.3,19.3,0,41.5
2026-07-19T14:11:37.589000+00:00,11334,1290,32.1,972.7,284,3.9,19.3,0,42.2
2026-07-19T14:12:37.588000+00:00,11334,1290,33.3,972.7,319,1.8,19.2,0,43.1
2026-07-19T14:13:37.586000+00:00,11334,1290,33.3,972.7,307,2.2,19.2,0,44.0
2026-07-19T14:14:37.582000+00:00,11334,1290,33.6,972.6,47,0.5,19.3,0,43.7
2026-07-19T14:15:37.578000+00:00,11334,1290,33.7,972.6,318,3.0,19.3,0,44.5
2026-07-19T14:16:37.571000+00:00,11334,1290,33.3,972.6,353,1.4,19.2,0,43.7
2026-07-19T14:17:37.591000+00:00,11334,1290,33.6,972.7,328,1.8,19.1,0,45.0
2026-07-19T14:18:37.638000+00:00,11334,1290,32.9,972.7,0,0.0,19.1,0,44.0
2026-07-19T14:19:37.591000+00:00,11334,1290,33.8,972.5,349,1.9,19.1,0,45.0
2026-07-19T14:20:37.583000+00:00,11334,1290,34.0,972.5,334,1.9,19.0,0,44.8
2026-07-19T14:21:37.600000+00:00,11334,1290,33.5,972.5,225,0.6,19.0,0,43.6
2026-07-19T14:22:37.636000+00:00,11334,1290,32.6,972.5,0,0.0,19.0,0,43.3
2026-07-19T14:23:37.596000+00:00,11334,1290,31.9,972.6,302,2.8,19.1,0,42.0
2026-07-19T14:24:37.620000+00:00,11334,1290,30.9,972.6,307,3.7,19.1,0,40.9
2026-07-19T14:25:37.596000+00:00,11334,1290,30.6,972.5,332,2.4,19.0,0,40.9
2026-07-19T14:26:37.614000+00:00,11334,1290,29.9,972.6,297,2.9,18.9,0,41.5
2026-07-19T14:27:37.595000+00:00,11334,1290,30.2,972.7,328,0.5,18.9,0,41.4
2026-07-19T14:28:37.613000+00:00,11334,1290,30.7,972.5,321,2.1,18.8,0,41.6
2026-07-19T14:29:37.603000+00:00,11334,1290,30.1,972.6,340,1.2,18.7,0,41.0
2026-07-19T14:30:37.614000+00:00,11334,1290,30.1,972.7,0,0.0,18.8,0,41.2
2026-07-19T14:31:37.606000+00:00,11334,1290,30.1,972.6,327,2.9,18.8,0,41.9
2026-07-19T14:32:37.615000+00:00,11334,1290,30.1,972.6,333,3.1,18.8,0,40.7
2026-07-19T14:33:37.613000+00:00,11334,1290,29.4,972.7,324,2.5,18.8,0,41.0
