date,session_key,position,driver_number,meeting_key
2026-09-04T10:34:41.210000+00:00,11354,8,14,1293
2026-09-04T10:34:41.210000+00:00,11354,2,16,1293
2026-09-04T10:34:41.210000+00:00,11354,10,25,1293
2026-09-04T10:34:41.210000+00:00,11354,12,27,1293
2026-09-04T10:34:41.210000+00:00,11354,5,31,1293
2026-09-04T10:34:41.210000+00:00,11354,7,36,1293
2026-09-04T10:34:41.210000+00:00,11354,9,41,1293
2026-09-04T10:34:41.210000+00:00,11354,3,55,1293
2026-09-04T10:34:41.210000+00:00,11354,1,63,1293
2026-09-04T10:34:41.210000+00:00,11354,4,77,1293
2026-09-04T10:34:41.210000+00:00,11354,6,87,1293
2026-09-04T10:34:48.302000+00:00,11354,14,5,1293
2026-09-04T10:34:48.302000+00:00,11354,12,12,1293
2026-09-04T10:34:48.302000+00:00,11354,9,14,1293
2026-09-04T10:34:48.302000+00:00,11354,3,16,1293
2026-09-04T10:34:48.302000+00:00,11354,2,22,1293
2026-09-04T10:34:48.302000+00:00,11354,11,25,1293
2026-09-04T10:34:48.302000+00:00,11354,13,27,1293
2026-09-04T10:34:48.302000+00:00,11354,6,31,1293
2026-09-04T10:34:48.302000+00:00,11354,8,36,1293
2026-09-04T10:34:48.302000+00:00,11354,10,41,1293
2026-09-04T10:34:48.302000+00:00,11354,16,46,1293
2026-09-04T10:34:48.302000+00:00,11354,4,55,1293
2026-09-04T10:34:48.302000+00:00,11354,15,61,1293
2026-09-04T10:34:48.302000+00:00,11354,5,77,1293
2026-09-04T10:34:48.302000+00:00,11354,7,87,1293
2026-09-04T10:34:56.333000+00:00,11354,18,1,1293
2026-09-04T10:34:56.333000+00:00,11354,15,5,1293
2026-09-04T10:34:56.333000+00:00,11354,13,12,1293
2026-09-04T10:34:56.333000+00:00,11354,10,14,1293
2026-09-04T10:34:56.333000+00:00,11354,4,16,1293
2026-09-04T10:34:56.333000+00:00,11354,12,25,1293
2026-09-04T10:34:56.333000+00:00,11354,14,27,1293
2026-09-04T10:34:56.333000+00:00,11354,7,31,1293
2026-09-04T10:34:56.333000+00:00,11354,9,36,1293
2026-09-04T10:34:56.333000+00:00,11354,11,41,1293
2026-09-04T10:34:56.333000+00:00,11354,3,44,1293
2026-09-04T10:34:56.333000+00:00,11354,17,46,1293
2026-09-04T10:34:56.333000+00:00,11354,5,55,1293
2026-09-04T10:34:56.333000+00:00,11354,16,61,1293
2026-09-04T10:34:56.333000+00:00,11354,6,77,1293
2026-09-04T10:34:56.333000+00:00,11354,8,87,1293
2026-09-04T10:35:01.555000+00:00,11354,12,12,1293
2026-09-04T10:35:01.555000+00:00,11354,13,25,1293
2026-09-04T10:35:04.536000+00:00,11354,19,1,1293
2026-09-04T10:35:04.536000+00:00,11354,16,5,1293
2026-09-04T10:35:04.536000+00:00,11354,13,12,1293
2026-09-04T10:35:04.536000+00:00,11354,11,14,1293
2026-09-04T10:35:04.536000+00:00,11354,5,16,1293
2026-09-04T10:35:04.536000+00:00,11354,3,22,1293
2026-09-04T10:35:04.536000+00:00,11354,14,25,1293
2026-09-04T10:35:04.536000+00:00,11354,15,27,1293
2026-09-04T10:35:04.536000+00:00,11354,2,30,1293
2026-09-04T10:35:04.536000+00:00,11354,8,31,1293
2026-09-04T10:35:04.536000+00:00,11354,10,36,1293
2026-09-04T10:35:04.536000+00:00,11354,12,41,1293
2026-09-04T10:35:04.536000+00:00,11354,4,44,1293
2026-09-04T10:35:04.536000+00:00,11354,18,46,1293
2026-09-04T10:35:04.536000+00:00,11354,6,55,1293
2026-09-04T10:35:04.536000+00:00,11354,17,61,1293
2026-09-04T10:35:04.536000+00:00,11354,7,77,1293
2026-09-04T10:35:04.536000+00:00,11354,9,87,1293
2026-09-04T10:35:08.838000+00:00,11354,20,1,1293
2026-09-04T10:35:08.838000+00:00,11354,17,5,1293
2026-09-04T10:35:08.838000+00:00,11354,14,12,1293
2026-09-04T10:35:08.838000+00:00,11354,12,14,1293
2026-09-04T10:35:08.838000+00:00,11354,6,16,1293
2026-09-04T10:35:08.838000+00:00,11354,15,25,1293
2026-09-04T10:35:08.838000+00:00,11354,16,27,1293
2026-09-04T10:35:08.838000+00:00,11354,9,31,1293
2026-09-04T10:35:08.838000+00:00,11354,11,36,1293
2026-09-04T10:35:08.838000+00:00,11354,13,41,1293
2026-09-04T10:35:08.838000+00:00,11354,4,43,1293
2026-09-04T10:35:08.838000+00:00,11354,5,44,1293
2026-09-04T10:35:08.838000+00:00,11354,19,46,1293
2026-09-04T10:35:08.838000+00:00,11354,7,55,1293
2026-09-04T10:35:08.838000+00:00,11354,18,61,1293
2026-09-04T10:35:08.838000+00:00,11354,8,77,1293
2026-09-04T10:35:08.838000+00:00,11354,10,87,1293
2026-09-04T10:35:27.777000+00:00,11354,8,1,1293
2026-09-04T10:35:27.777000+00:00,11354,18,5,1293
2026-09-04T10:35:27.777000+00:00,11354,15,12,1293
2026-09-04T10:35:27.777000+00:00,11354,13,14,1293
2026-09-04T10:35:27.777000+00:00,11354,16,25,1293
2026-09-04T10:35:27.777000+00:00,11354,17,27,1293
2026-09-04T10:35:27.777000+00:00,11354,10,31,1293
2026-09-04T10:35:27.777000+00:00,11354,12,36,1293
2026-09-04T10:35:27.777000+00:00,11354,14,41,1293
2026-09-04T10:35:27.777000+00:00,11354,20,46,1293
2026-09-04T10:35:27.777000+00:00,11354,19,61,1293
