date,session_key,gap_to_leader,interval,meeting_key,driver_number
2026-07-19T13:41:51.394000+00:00,11334,39.514,0.681,1290,10
2026-07-19T13:41:51.408000+00:00,11334,22.578,2.939,1290,5
2026-07-19T13:41:51.537000+00:00,11334,14.069,6.063,1290,12
2026-07-19T13:41:51.570000+00:00,11334,51.921,11.585,1290,23
2026-07-19T13:41:51.763000+00:00,11334,3.353,3.353,1290,44
2026-07-19T13:41:51.933000+00:00,11334,74.556,11.703,1290,14
2026-07-19T13:41:52.566000+00:00,11334,40.703,1.189,1290,43
2026-07-19T13:41:52.687000+00:00,11334,61.109,2.774,1290,31
2026-07-19T13:41:52.965000+00:00,11334,7.603,4.23,1290,81
2026-07-19T13:41:53.060000+00:00,11334,19.621,3.086,1290,6
2026-07-19T13:41:53.220000+00:00,11334,36.982,2.758,1290,41
2026-07-19T13:41:53.371000+00:00,11334,7.974,0.371,1290,1
2026-07-19T13:41:53.606000+00:00,11334,24.793,2.215,1290,27
2026-07-19T13:41:53.904000+00:00,11334,16.459,2.39,1290,3
2026-07-19T13:41:54.004000+00:00,11334,92.69,18.473,1290,18
2026-07-19T13:41:54.445000+00:00,11334,34.351,9.449,1290,87
2026-07-19T13:41:54.680000+00:00,11334,63.009,1.9,1290,55
2026-07-19T13:41:54.704000+00:00,11334,58.527,6.659,1290,77
2026-07-19T13:41:55.191000+00:00,11334,38.962,1.98,1290,30
2026-07-19T13:41:55.517000+00:00,11334,74.734,11.871,1290,14
2026-07-19T13:41:55.666000+00:00,11334,52.123,11.677,1290,23
2026-07-19T13:41:55.790000+00:00,11334,39.535,0.573,1290,10
2026-07-19T13:41:55.885000+00:00,11334,3.311,3.311,1290,44
2026-07-19T13:41:55.909000+00:00,11334,14.089,6.022,1290,12
2026-07-19T13:41:56.038000+00:00,11334,7.639,4.286,1290,81
2026-07-19T13:41:56.057000+00:00,11334,22.616,2.995,1290,5
2026-07-19T13:41:56.239000+00:00,11334,7.848,0.209,1290,1
2026-07-19T13:41:57.010000+00:00,11334,40.78,1.245,1290,43
2026-07-19T13:41:57.128000+00:00,11334,19.672,3.213,1290,6
2026-07-19T13:41:57.169000+00:00,11334,61.097,2.57,1290,31
2026-07-19T13:41:57.322000+00:00,11334,37.205,2.854,1290,41
2026-07-19T13:41:58.328000+00:00,11334,24.884,2.268,1290,27
2026-07-19T13:41:58.346000+00:00,11334,58.714,6.793,1290,77
2026-07-19T13:41:58.530000+00:00,11334,16.714,2.625,1290,3
2026-07-19T13:41:58.602000+00:00,11334,34.392,9.589,1290,87
2026-07-19T13:41:58.818000+00:00,11334,75.004,12.116,1290,14
2026-07-19T13:41:59.199000+00:00,11334,63.127,2.03,1290,55
2026-07-19T13:41:59.222000+00:00,11334,39.11,1.905,1290,30
2026-07-19T13:41:59.451000+00:00,11334,14.056,6.082,1290,12
2026-07-19T13:41:59.770000+00:00,11334,39.638,0.528,1290,10
2026-07-19T13:41:59.980000+00:00,11334,52.025,11.469,1290,23
2026-07-19T13:42:00.081000+00:00,11334,92.554,18.3,1290,18
2026-07-19T13:42:00.155000+00:00,11334,22.704,3.032,1290,5
2026-07-19T13:42:00.220000+00:00,11334,7.632,4.321,1290,81
2026-07-19T13:42:00.255000+00:00,11334,3.258,3.258,1290,44
2026-07-19T13:42:00.334000+00:00,11334,7.753,0.121,1290,1
2026-07-19T13:42:00.774000+00:00,11334,61.119,2.405,1290,31
2026-07-19T13:42:01.028000+00:00,11334,40.916,1.278,1290,43
2026-07-19T13:42:01.256000+00:00,11334,37.043,2.651,1290,41
2026-07-19T13:42:01.569000+00:00,11334,19.751,3.037,1290,6
2026-07-19T13:42:02.141000+00:00,11334,16.758,2.702,1290,3
2026-07-19T13:42:02.320000+00:00,11334,24.899,2.195,1290,27
2026-07-19T13:42:02.377000+00:00,11334,14.019,6.171,1290,12
2026-07-19T13:42:02.471000+00:00,11334,58.951,6.828,1290,77
2026-07-19T13:42:02.729000+00:00,11334,63.079,1.96,1290,55
2026-07-19T13:42:03.118000+00:00,11334,38.903,1.86,1290,30
2026-07-19T13:42:03.310000+00:00,11334,34.489,9.696,1290,87
2026-07-19T13:42:03.415000+00:00,11334,75.303,12.445,1290,14
2026-07-19T13:42:03.696000+00:00,11334,39.488,0.585,1290,10
2026-07-19T13:42:04.142000+00:00,11334,52.273,11.57,1290,23
2026-07-19T13:42:04.329000+00:00,11334,92.646,18.29,1290,18
2026-07-19T13:42:04.503000+00:00,11334,7.518,4.26,1290,1
2026-07-19T13:42:04.570000+00:00,11334,7.59,0.072,1290,81
2026-07-19T13:42:04.729000+00:00,11334,22.898,3.147,1290,5
2026-07-19T13:42:04.764000+00:00,11334,61.238,2.287,1290,31
2026-07-19T13:42:05.075000+00:00,11334,40.872,1.384,1290,43
2026-07-19T13:42:05.120000+00:00,11334,19.741,2.983,1290,6
2026-07-19T13:42:05.131000+00:00,11334,16.717,2.698,1290,3
2026-07-19T13:42:05.872000+00:00,11334,37.048,2.559,1290,41
2026-07-19T13:42:06.058000+00:00,11334,3.482,3.482,1290,44
2026-07-19T13:42:06.505000+00:00,11334,13.913,6.281,1290,12
2026-07-19T13:42:06.676000+00:00,11334,63.161,1.923,1290,55
2026-07-19T13:42:06.943000+00:00,11334,25.095,2.197,1290,27
2026-07-19T13:42:06.978000+00:00,11334,59.017,6.992,1290,77
2026-07-19T13:42:07.144000+00:00,11334,75.532,12.523,1290,14
2026-07-19T13:42:07.674000+00:00,11334,92.759,18.287,1290,18
2026-07-19T13:42:07.690000+00:00,11334,0.0,0.0,1290,16
2026-07-19T13:42:07.847000+00:00,11334,39.007,1.959,1290,30
2026-07-19T13:42:08.078000+00:00,11334,34.637,9.753,1290,87
2026-07-19T13:42:08.107000+00:00,11334,19.701,2.984,1290,6
2026-07-19T13:42:08.398000+00:00,11334,23.017,3.276,1290,5
2026-07-19T13:42:08.475000+00:00,11334,39.667,0.66,1290,10
2026-07-19T13:42:08.612000+00:00,11334,52.362,11.582,1290,23
2026-07-19T13:42:09.100000+00:00,11334,61.151,2.134,1290,31
2026-07-19T13:42:09.120000+00:00,11334,16.493,2.58,1290,3
2026-07-19T13:42:09.895000+00:00,11334,41.078,1.411,1290,43
2026-07-19T13:42:10.010000+00:00,11334,3.364,3.364,1290,44
2026-07-19T13:42:10.219000+00:00,11334,92.85499999999999,18.299,1290,18
2026-07-19T13:42:10.263000+00:00,11334,7.685,4.203,1290,1
2026-07-19T13:42:10.506000+00:00,11334,37.038,2.401,1290,41
2026-07-19T13:42:10.655000+00:00,11334,25.26,2.243,1290,27
2026-07-19T13:42:10.804000+00:00,11334,13.81,6.22,1290,12
2026-07-19T13:42:10.974000+00:00,11334,8.288,0.603,1290,81
2026-07-19T13:42:11.105000+00:00,11334,3.367,3.367,1290,44
2026-07-19T13:42:11.178000+00:00,11334,63.173,2.022,1290,55
2026-07-19T13:42:11.259000+00:00,11334,59.386,7.113,1290,77
2026-07-19T13:42:11.408000+00:00,11334,23.016,3.315,1290,5
2026-07-19T13:42:11.781000+00:00,11334,75.72,12.593,1290,14
2026-07-19T13:42:12.204000+00:00,11334,34.764,9.865,1290,87
2026-07-19T13:42:12.204000+00:00,11334,19.608,3.115,1290,6
2026-07-19T13:42:12.476000+00:00,11334,39.031,1.993,1290,30
2026-07-19T13:42:12.647000+00:00,11334,52.566,11.65,1290,23
2026-07-19T13:42:13.164000+00:00,11334,61.307,1.921,1290,31
2026-07-19T13:42:13.181000+00:00,11334,39.749,0.718,1290,10
2026-07-19T13:42:13.329000+00:00,11334,16.342,2.532,1290,3
2026-07-19T13:42:13.651000+00:00,11334,25.261,2.245,1290,27
2026-07-19T13:42:13.758000+00:00,11334,92.982,18.248,1290,18
2026-07-19T13:42:14.247000+00:00,11334,7.59,4.226,1290,1
2026-07-19T13:42:14.565000+00:00,11334,37.081,2.317,1290,41
2026-07-19T13:42:14.583000+00:00,11334,41.121,1.372,1290,43
2026-07-19T13:42:14.905000+00:00,11334,8.25,0.66,1290,81
2026-07-19T13:42:15.174000+00:00,11334,63.329,,1290,55
2026-07-19T13:42:15.204000+00:00,11334,7.577,4.21,1290,1
2026-07-19T13:42:15.437000+00:00,11334,75.756,12.677,1290,14
2026-07-19T13:42:15.530000+00:00,11334,22.927,3.319,1290,5
2026-07-19T13:42:15.678000+00:00,11334,3.361,3.361,1290,44
2026-07-19T13:42:15.856000+00:00,11334,59.621,7.259,1290,77
2026-07-19T13:42:15.938000+00:00,11334,8.249,0.672,1290,81
2026-07-19T13:42:16.499000+00:00,11334,19.537,3.195,1290,6
2026-07-19T13:42:16.523000+00:00,11334,13.838,5.55,1290,12
2026-07-19T13:42:16.655000+00:00,11334,39.195,2.114,1290,30
2026-07-19T13:42:16.666000+00:00,11334,52.448,11.576,1290,23
2026-07-19T13:42:16.700000+00:00,11334,34.869,9.774,1290,87
2026-07-19T13:42:16.951000+00:00,11334,93.148,18.144,1290,18
2026-07-19T13:42:17.397000+00:00,11334,39.957,0.762,1290,10
2026-07-19T13:42:17.674000+00:00,11334,25.076,2.149,1290,27
2026-07-19T13:42:17.694000+00:00,11334,61.451,1.83,1290,31
2026-07-19T13:42:18.697000+00:00,11334,41.226,1.269,1290,43
2026-07-19T13:42:18.963000+00:00,11334,37.154,2.285,1290,41
2026-07-19T13:42:18.983000+00:00,11334,16.396,2.558,1290,3
2026-07-19T13:42:19.425000+00:00,11334,75.903,12.742,1290,14
2026-07-19T13:42:19.646000+00:00,11334,63.384,1.933,1290,55
2026-07-19T13:42:19.775000+00:00,11334,7.479,4.118,1290,1
2026-07-19T13:42:19.850000+00:00,11334,22.87,3.333,1290,5
2026-07-19T13:42:20.032000+00:00,11334,59.965,7.399,1290,77
2026-07-19T13:42:20.269000+00:00,11334,34.919,9.659,1290,87
2026-07-19T13:42:20.286000+00:00,11334,13.628,5.378,1290,12
2026-07-19T13:42:20.441000+00:00,11334,8.123,0.644,1290,81
2026-07-19T13:42:21.042000+00:00,11334,39.209,2.055,1290,30
2026-07-19T13:42:21.224000+00:00,11334,13.575,5.326,1290,12
2026-07-19T13:42:21.371000+00:00,11334,52.541,11.463,1290,23
2026-07-19T13:42:21.514000+00:00,11334,93.37100000000001,18.068,1290,18
2026-07-19T13:42:21.703000+00:00,11334,61.586,1.621,1290,31
2026-07-19T13:42:21.775000+00:00,11334,3.372,3.372,1290,44
2026-07-19T13:42:21.891000+00:00,11334,40.036,0.827,1290,10
2026-07-19T13:42:21.925000+00:00,11334,24.956,2.086,1290,27
2026-07-19T13:42:22.120000+00:00,11334,19.547,3.151,1290,6
2026-07-19T13:42:22.534000+00:00,11334,37.147,2.228,1290,41
2026-07-19T13:42:22.843000+00:00,11334,16.204,2.576,1290,3
2026-07-19T13:42:23.104000+00:00,11334,41.28,1.244,1290,43
2026-07-19T13:42:23.297000+00:00,11334,34.892,9.631,1290,87
2026-07-19T13:42:23.687000+00:00,11334,63.595,2.009,1290,55
2026-07-19T13:42:23.872000+00:00,11334,16.194,2.619,1290,3
2026-07-19T13:42:24.145000+00:00,11334,76.108,12.935,1290,14
2026-07-19T13:42:24.316000+00:00,11334,60.116,7.668,1290,77
2026-07-19T13:42:24.601000+00:00,11334,39.203,2.056,1290,30
2026-07-19T13:42:25.104000+00:00,11334,93.533,18.001,1290,18
2026-07-19T13:42:25.452000+00:00,11334,40.055,0.852,1290,10
2026-07-19T13:42:25.488000+00:00,11334,37.106,2.214,1290,41
2026-07-19T13:42:25.554000+00:00,11334,13.249,5.126,1290,12
2026-07-19T13:42:25.604000+00:00,11334,23.025,3.478,1290,5
2026-07-19T13:42:25.828000+00:00,11334,61.628,1.512,1290,31
2026-07-19T13:42:25.905000+00:00,11334,3.364,3.364,1290,44
2026-07-19T13:42:25.928000+00:00,11334,7.529,4.157,1290,1
2026-07-19T13:42:25.975000+00:00,11334,52.546,11.425,1290,23
2026-07-19T13:42:26.229000+00:00,11334,19.576,3.372,1290,6
2026-07-19T13:42:26.663000+00:00,11334,41.278,1.223,1290,43
2026-07-19T13:42:26.782000+00:00,11334,8.4,0.871,1290,81
2026-07-19T13:42:27.225000+00:00,11334,19.579,3.385,1290,6
2026-07-19T13:42:27.364000+00:00,11334,34.753,9.677,1290,87
2026-07-19T13:42:27.594000+00:00,11334,39.204,2.098,1290,30
2026-07-19T13:42:27.746000+00:00,11334,63.541,1.913,1290,55
2026-07-19T13:42:27.919000+00:00,11334,25.248,2.223,1290,27
2026-07-19T13:42:28.287000+00:00,11334,76.419,13.09,1290,14
2026-07-19T13:42:28.426000+00:00,11334,40.023,0.819,1290,10
2026-07-19T13:42:28.465000+00:00,11334,16.159,2.91,1290,3
2026-07-19T13:42:29.090000+00:00,11334,3.331,3.331,1290,44
2026-07-19T13:42:29.143000+00:00,11334,60.326,7.785,1290,77
2026-07-19T13:42:29.606000+00:00,11334,37.024,2.271,1290,41
2026-07-19T13:42:29.689000+00:00,11334,41.249,1.226,1290,43
2026-07-19T13:42:29.698000+00:00,11334,93.60499999999999,17.885,1290,18
2026-07-19T13:42:29.698000+00:00,11334,23.042,3.466,1290,5
2026-07-19T13:42:30.077000+00:00,11334,52.629,11.403,1290,23
2026-07-19T13:42:30.135000+00:00,11334,7.6,4.236,1290,1
2026-07-19T13:42:30.595000+00:00,11334,61.757,1.431,1290,31
2026-07-19T13:42:30.705000+00:00,11334,23.062,3.483,1290,5
2026-07-19T13:42:30.963000+00:00,11334,,0.8,1290,81
2026-07-19T13:42:31.541000+00:00,11334,3.314,3.314,1290,44
2026-07-19T13:42:31.541000+00:00,11334,13.097,4.697,1290,12
2026-07-19T13:42:31.682000+00:00,11334,34.687,9.731,1290,87
2026-07-19T13:42:31.760000+00:00,11334,39.169,2.145,1290,30
2026-07-19T13:42:31.838000+00:00,11334,19.537,3.378,1290,6
2026-07-19T13:42:31.854000+00:00,11334,25.193,2.151,1290,27
2026-07-19T13:42:32.526000+00:00,11334,63.706,1.949,1290,55
2026-07-19T13:42:32.541000+00:00,11334,39.948,0.779,1290,10
2026-07-19T13:42:32.838000+00:00,11334,25.202,2.14,1290,27
2026-07-19T13:42:32.916000+00:00,11334,76.67099999999999,13.287,1290,14
2026-07-19T13:42:33.245000+00:00,11334,93.594,17.838,1290,18
2026-07-19T13:42:33.508000+00:00,11334,7.744,4.413,1290,1
2026-07-19T13:42:33.775000+00:00,11334,41.187,1.239,1290,43
2026-07-19T13:42:33.935000+00:00,11334,36.946,2.259,1290,41
2026-07-19T13:42:33.963000+00:00,11334,60.506,7.96,1290,77
2026-07-19T13:42:34.092000+00:00,11334,8.321,0.577,1290,81
2026-07-19T13:42:34.431000+00:00,11334,16.027,2.93,1290,3
2026-07-19T13:42:34.601000+00:00,11334,52.738,11.458,1290,23
2026-07-19T13:42:34.935000+00:00,11334,3.279,3.279,1290,44
2026-07-19T13:42:35.226000+00:00,11334,61.787,1.281,1290,31
2026-07-19T13:42:35.416000+00:00,11334,23.109,3.572,1290,5
2026-07-19T13:42:35.598000+00:00,11334,13.062,4.662,1290,12
2026-07-19T13:42:36.028000+00:00,11334,7.803,4.489,1290,1
2026-07-19T13:42:36.107000+00:00,11334,39.125,2.179,1290,30
2026-07-19T13:42:36.487000+00:00,11334,8.244,0.441,1290,81
2026-07-19T13:42:36.801000+00:00,11334,39.806,0.681,1290,10
2026-07-19T13:42:37.070000+00:00,11334,76.937,13.342,1290,14
2026-07-19T13:42:37.100000+00:00,11334,93.588,17.685,1290,18
2026-07-19T13:42:37.281000+00:00,11334,63.845,2.058,1290,55
2026-07-19T13:42:37.527000+00:00,11334,25.229,2.12,1290,27
2026-07-19T13:42:37.586000+00:00,11334,34.926,9.678,1290,87
2026-07-19T13:42:37.961000+00:00,11334,19.562,3.535,1290,6
2026-07-19T13:42:37.970000+00:00,11334,3.224,3.224,1290,44
2026-07-19T13:42:38.022000+00:00,11334,41.054,1.248,1290,43
2026-07-19T13:42:38.177000+00:00,11334,60.742,8.113,1290,77
2026-07-19T13:42:38.177000+00:00,11334,52.787,11.509,1290,23
2026-07-19T13:42:38.513000+00:00,11334,15.983,2.921,1290,3
2026-07-19T13:42:38.849000+00:00,11334,13.084,4.763,1290,12
2026-07-19T13:42:39.360000+00:00,11334,61.92,1.178,1290,31
2026-07-19T13:42:39.514000+00:00,11334,7.841,4.562,1290,1
2026-07-19T13:42:39.626000+00:00,11334,37.039,2.113,1290,41
2026-07-19T13:42:39.757000+00:00,11334,8.101,0.26,1290,81
2026-07-19T13:42:41.197000+00:00,11334,52.809,11.56,1290,23
2026-07-19T13:42:41.281000+00:00,11334,77.069,13.528,1290,14
2026-07-19T13:42:41.326000+00:00,11334,13.109,4.865,1290,12
2026-07-19T13:42:41.418000+00:00,11334,63.986,2.066,1290,55
2026-07-19T13:42:41.537000+00:00,11334,34.893,9.7,1290,87
2026-07-19T13:42:41.575000+00:00,11334,23.192,3.63,1290,5
2026-07-19T13:42:41.705000+00:00,11334,93.74600000000001,17.638,1290,18
2026-07-19T13:42:41.748000+00:00,11334,15.972,2.888,1290,3
2026-07-19T13:42:42.086000+00:00,11334,39.41,2.371,1290,30
2026-07-19T13:42:42.102000+00:00,11334,19.539,3.556,1290,6
2026-07-19T13:42:42.205000+00:00,11334,3.12,3.12,1290,44
2026-07-19T13:42:42.517000+00:00,11334,34.89,9.688,1290,87
2026-07-19T13:42:42.606000+00:00,11334,40.018,0.608,1290,10
2026-07-19T13:42:42.620000+00:00,11334,7.867,4.643,1290,1
2026-07-19T13:42:42.719000+00:00,11334,7.93,0.063,1290,81
2026-07-19T13:42:42.804000+00:00,11334,60.982,8.244,1290,77
2026-07-19T13:42:43.640000+00:00,11334,36.987,2.094,1290,41
2026-07-19T13:42:43.736000+00:00,11334,25.342,2.15,1290,27
2026-07-19T13:42:43.804000+00:00,11334,61.984,1.002,1290,31
2026-07-19T13:42:43.974000+00:00,11334,41.403,1.385,1290,43
2026-07-19T13:42:44.224000+00:00,11334,15.994,2.885,1290,3
2026-07-19T13:42:44.618000+00:00,11334,36.995,2.105,1290,41
2026-07-19T13:42:44.835000+00:00,11334,13.122,5.021,1290,12
2026-07-19T13:42:45.293000+00:00,11334,19.526,3.554,1290,6
2026-07-19T13:42:45.388000+00:00,11334,52.803,11.616,1290,23
2026-07-19T13:42:45.604000+00:00,11334,3.093,3.093,1290,44
2026-07-19T13:42:45.770000+00:00,11334,23.212,3.673,1290,5
2026-07-19T13:42:45.819000+00:00,11334,93.962,17.543,1290,18
2026-07-19T13:42:45.893000+00:00,11334,39.245,2.258,1290,30
2026-07-19T13:42:45.920000+00:00,11334,64.089,2.105,1290,55
2026-07-19T13:42:46.163000+00:00,11334,77.334,13.628,1290,14
2026-07-19T13:42:46.463000+00:00,11334,61.07,8.283,1290,77
2026-07-19T13:42:46.579000+00:00,11334,39.906,0.661,1290,10
2026-07-19T13:42:46.839000+00:00,11334,7.753,4.633,1290,81
2026-07-19T13:42:46.957000+00:00,11334,39.233,2.238,1290,30
2026-07-19T13:42:46.960000+00:00,11334,,0.114,1290,1
2026-07-19T13:42:47.146000+00:00,11334,34.803,9.574,1290,87
2026-07-19T13:42:47.404000+00:00,11334,62.011,0.941,1290,31
2026-07-19T13:42:47.538000+00:00,11334,39.879,0.646,1290,10
2026-07-19T13:42:47.699000+00:00,11334,16.01,2.888,1290,3
2026-07-19T13:42:47.775000+00:00,11334,19.536,3.542,1290,6
2026-07-19T13:42:47.841000+00:00,11334,13.118,5.251,1290,12
2026-07-19T13:42:47.860000+00:00,11334,25.318,2.106,1290,27
2026-07-19T13:42:47.876000+00:00,11334,41.232,1.326,1290,43
2026-07-19T13:42:48.854000+00:00,11334,41.205,,1290,43
2026-07-19T13:42:49.011000+00:00,11334,23.201,3.675,1290,5
2026-07-19T13:42:49.329000+00:00,11334,37.018,2.215,1290,41
2026-07-19T13:42:49.464000+00:00,11334,61.061,8.252,1290,77
2026-07-19T13:42:49.493000+00:00,11334,64.108,2.097,1290,55
2026-07-19T13:42:49.745000+00:00,11334,52.775,11.721,1290,23
2026-07-19T13:42:50.189000+00:00,11334,7.73,4.637,1290,81
2026-07-19T13:42:50.228000+00:00,11334,3.23,3.23,1290,44
2026-07-19T13:42:50.349000+00:00,11334,61.963,0.902,1290,31
2026-07-19T13:42:50.480000+00:00,11334,94.188,17.517,1290,18
2026-07-19T13:42:50.598000+00:00,11334,8.126,0.396,1290,1
2026-07-19T13:42:50.677000+00:00,11334,15.933,2.815,1290,3
2026-07-19T13:42:51.039000+00:00,11334,77.582,13.737,1290,14
2026-07-19T13:42:51.092000+00:00,11334,25.301,2.1,1290,27
2026-07-19T13:42:51.204000+00:00,11334,19.547,3.537,1290,6
2026-07-19T13:42:51.413000+00:00,11334,23.177,3.641,1290,5
2026-07-19T13:42:51.601000+00:00,11334,39.295,2.277,1290,30
2026-07-19T13:42:51.993000+00:00,11334,39.678,0.383,1290,10
2026-07-19T13:42:52.117000+00:00,11334,13.059,5.192,1290,12
2026-07-19T13:42:52.500000+00:00,11334,64.095,2.132,1290,55
2026-07-19T13:42:53.344000+00:00,11334,34.957,9.615,1290,87
2026-07-19T13:42:53.407000+00:00,11334,41.066,1.388,1290,43
2026-07-19T13:42:53.516000+00:00,11334,25.276,2.099,1290,27
2026-07-19T13:42:53.563000+00:00,11334,60.988,8.185,1290,77
2026-07-19T13:42:53.828000+00:00,11334,3.309,3.309,1290,44
2026-07-19T13:42:54.217000+00:00,11334,19.482,3.549,1290,6
2026-07-19T13:42:54.455000+00:00,11334,61.869,0.881,1290,31
2026-07-19T13:42:54.628000+00:00,11334,94.48400000000001,17.547,1290,18
2026-07-19T13:42:54.831000+00:00,11334,23.153,3.606,1290,5
2026-07-19T13:42:54.875000+00:00,11334,15.803,2.744,1290,3
2026-07-19T13:42:54.875000+00:00,11334,7.886,4.656,1290,81
2026-07-19T13:42:55.216000+00:00,11334,77.77199999999999,13.786,1290,14
2026-07-19T13:42:55.375000+00:00,11334,8.364,0.478,1290,1
2026-07-19T13:42:55.472000+00:00,11334,37.069,2.112,1290,41
2026-07-19T13:42:55.537000+00:00,11334,52.96,11.557,1290,23
2026-07-19T13:42:55.563000+00:00,11334,13.034,4.908,1290,12
2026-07-19T13:42:56.624000+00:00,11334,64.017,2.148,1290,55
2026-07-19T13:42:56.924000+00:00,11334,25.257,2.104,1290,27
2026-07-19T13:42:57.564000+00:00,11334,35.022,9.704,1290,87
2026-07-19T13:42:57.758000+00:00,11334,3.377,3.377,1290,44
2026-07-19T13:42:57.783000+00:00,11334,39.378,2.309,1290,30
2026-07-19T13:42:57.880000+00:00,11334,23.158,3.676,1290,5
2026-07-19T13:42:58.028000+00:00,11334,61.043,8.268,1290,77
2026-07-19T13:42:58.242000+00:00,11334,15.74,2.706,1290,3
2026-07-19T13:42:58.331000+00:00,11334,39.931,0.553,1290,10
2026-07-19T13:42:58.434000+00:00,11334,19.37,3.567,1290,6
2026-07-19T13:42:58.492000+00:00,11334,7.975,4.666,1290,81
2026-07-19T13:42:58.789000+00:00,11334,61.783,0.74,1290,31
2026-07-19T13:42:58.819000+00:00,11334,94.618,17.549,1290,18
2026-07-19T13:42:58.944000+00:00,11334,8.413,0.438,1290,1
2026-07-19T13:42:59.445000+00:00,11334,52.796,11.564,1290,23
2026-07-19T13:42:59.517000+00:00,11334,36.973,1.951,1290,41
2026-07-19T13:42:59.631000+00:00,11334,41.204,1.273,1290,43
2026-07-19T13:42:59.822000+00:00,11334,77.977,13.888,1290,14
2026-07-19T13:42:59.931000+00:00,11334,12.928,4.564,1290,12
2026-07-19T13:42:59.980000+00:00,11334,25.277,2.119,1290,27
2026-07-19T13:43:00.392000+00:00,11334,52.768,11.563,1290,23
2026-07-19T13:43:00.859000+00:00,11334,63.887,2.104,1290,55
2026-07-19T13:43:00.924000+00:00,11334,35.15,9.849,1290,87
2026-07-19T13:43:01.831000+00:00,11334,39.291,2.318,1290,30
2026-07-19T13:43:01.897000+00:00,11334,19.397,3.657,1290,6
2026-07-19T13:43:02.219000+00:00,11334,23.141,3.771,1290,5
2026-07-19T13:43:02.233000+00:00,11334,3.327,3.327,1290,44
2026-07-19T13:43:02.426000+00:00,11334,39.886,0.595,1290,10
2026-07-19T13:43:02.438000+00:00,11334,8.07,4.693,1290,81
2026-07-19T13:43:02.622000+00:00,11334,36.849,1.699,1290,41
2026-07-19T13:43:02.663000+00:00,11334,15.664,2.736,1290,3
2026-07-19T13:43:02.980000+00:00,11334,8.631,0.561,1290,1
2026-07-19T13:43:03.358000+00:00,11334,12.825,4.412,1290,12
2026-07-19T13:43:03.458000+00:00,11334,35.226,9.95,1290,87
2026-07-19T13:43:03.536000+00:00,11334,78.132,14.024,1290,14
2026-07-19T13:43:03.604000+00:00,11334,94.785,17.451,1290,18
2026-07-19T13:43:03.694000+00:00,11334,41.163,1.277,1290,43
2026-07-19T13:43:03.977000+00:00,11334,61.391,8.431,1290,77
2026-07-19T13:43:04.319000+00:00,11334,25.249,2.108,1290,27
2026-07-19T13:43:04.704000+00:00,11334,62.03,0.639,1290,31
2026-07-19T13:43:04.843000+00:00,11334,52.556,11.49,1290,23
2026-07-19T13:43:04.955000+00:00,11334,36.733,1.507,1290,41
2026-07-19T13:43:04.957000+00:00,11334,39.176,2.327,1290,30
2026-07-19T13:43:05.566000+00:00,11334,39.785,0.609,1290,10
2026-07-19T13:43:05.762000+00:00,11334,23.264,3.867,1290,5
2026-07-19T13:43:06.130000+00:00,11334,15.618,2.793,1290,3
2026-07-19T13:43:06.154000+00:00,11334,3.349,3.349,1290,44
2026-07-19T13:43:06.420000+00:00,11334,19.43,3.766,1290,6
2026-07-19T13:43:06.604000+00:00,11334,64.026,1.996,1290,55
2026-07-19T13:43:06.677000+00:00,11334,78.274,14.179,1290,14
2026-07-19T13:43:06.875000+00:00,11334,41.074,1.289,1290,43
2026-07-19T13:43:06.937000+00:00,11334,35.275,10.018,1290,87
2026-07-19T13:43:07.014000+00:00,11334,8.136,4.809,1290,81
2026-07-19T13:43:07.176000+00:00,11334,12.797,4.166,1290,12
2026-07-19T13:43:07.304000+00:00,11334,39.078,2.345,1290,30
2026-07-19T13:43:07.555000+00:00,11334,8.67,0.534,1290,1
2026-07-19T13:43:07.855000+00:00,11334,25.367,2.103,1290,27
2026-07-19T13:43:07.945000+00:00,11334,39.717,0.639,1290,10
2026-07-19T13:43:08.007000+00:00,11334,61.358,8.562,1290,77
2026-07-19T13:43:08.330000+00:00,11334,36.653,1.378,1290,41
2026-07-19T13:43:08.446000+00:00,11334,94.991,17.409,1290,18
2026-07-19T13:43:08.525000+00:00,11334,61.883,0.525,1290,31
2026-07-19T13:43:09.022000+00:00,11334,61.361,8.593,1290,77
2026-07-19T13:43:09.243000+00:00,11334,41.009,1.292,1290,43
2026-07-19T13:43:09.530000+00:00,11334,61.87,0.509,1290,31
2026-07-19T13:43:09.973000+00:00,11334,15.608,2.811,1290,3
2026-07-19T13:43:09.978000+00:00,11334,19.443,3.825,1290,6
2026-07-19T13:43:10.046000+00:00,11334,35.308,10.031,1290,87
2026-07-19T13:43:10.308000+00:00,11334,23.318,3.888,1290,5
2026-07-19T13:43:10.604000+00:00,11334,63.911,2.028,1290,55
2026-07-19T13:43:10.604000+00:00,11334,3.255,3.255,1290,44
2026-07-19T13:43:10.809000+00:00,11334,39.112,2.459,1290,30
2026-07-19T13:43:11.041000+00:00,11334,52.566,11.362,1290,23
2026-07-19T13:43:11.041000+00:00,11334,78.424,14.407,1290,14
2026-07-19T13:43:11.041000+00:00,11334,8.206,4.857,1290,81
2026-07-19T13:43:11.307000+00:00,11334,39.652,0.54,1290,10
2026-07-19T13:43:11.363000+00:00,11334,36.606,1.298,1290,41
2026-07-19T13:43:11.534000+00:00,11334,63.883,2.013,1290,55
