date,session_key,gap_to_leader,meeting_key,interval,driver_number
2026-09-13T13:53:21.320000+00:00,11369,+1 LAP,1294,7.259,14
2026-09-13T13:53:21.339000+00:00,11369,65.258,1294,2.191,27
2026-09-13T13:53:21.366000+00:00,11369,33.533,1294,18.78,30
2026-09-13T13:53:22.311000+00:00,11369,63.11,1294,1.17,41
2026-09-13T13:53:22.592000+00:00,11369,72.474,1294,7.361,31
2026-09-13T13:53:22.639000+00:00,11369,8.454,1294,5.644,3
2026-09-13T13:53:22.967000+00:00,11369,+1 LAP,1294,11.583,77
2026-09-13T13:53:23.226000+00:00,11369,+1 LAP,1294,12.972,55
2026-09-13T13:53:23.370000+00:00,11369,+1 LAP,1294,8.647,23
2026-09-13T13:53:23.454000+00:00,11369,33.546,1294,18.801,30
2026-09-13T13:53:23.663000+00:00,11369,55.651,1294,5.809,5
2026-09-13T13:53:23.847000+00:00,11369,50.092,1294,9.072,10
2026-09-13T13:53:23.947000+00:00,11369,39.918,1294,6.561,63
2026-09-13T13:53:24.371000+00:00,11369,14.732,1294,6.259,1
2026-09-13T13:53:24.596000+00:00,11369,82.324,1294,10.065,22
2026-09-13T13:53:24.611000+00:00,11369,65.401,1294,2.291,27
2026-09-13T13:53:24.663000+00:00,11369,+1 LAP,1294,6.438,14
2026-09-13T13:53:24.682000+00:00,11369,90.571,1294,8.362,87
2026-09-13T13:53:25.008000+00:00,11369,62.046,1294,6.356,43
2026-09-13T13:53:25.117000+00:00,11369,41.095,1294,1.177,81
2026-09-13T13:53:25.163000+00:00,11369,2.798,1294,2.798,12
2026-09-13T13:53:25.271000+00:00,11369,14.736,1294,6.268,1
2026-09-13T13:53:25.515000+00:00,11369,72.492,1294,7.358,31
2026-09-13T13:53:25.728000+00:00,11369,+1 LAP,1294,16.959,11
2026-09-13T13:53:25.794000+00:00,11369,8.499,1294,5.68,3
2026-09-13T13:53:25.981000+00:00,11369,33.705,1294,18.948,30
2026-09-13T13:53:26.200000+00:00,11369,63.232,1294,1.186,41
2026-09-13T13:53:26.434000+00:00,11369,+1 LAP,1294,12.447,77
2026-09-13T13:53:26.856000+00:00,11369,+1 LAP,1294,17.145,11
2026-09-13T13:53:26.950000+00:00,11369,+1 LAP,1294,8.755,23
2026-09-13T13:53:27.609000+00:00,11369,39.778,1294,6.245,63
2026-09-13T13:53:28.013000+00:00,11369,50.178,1294,9.096,10
2026-09-13T13:53:28.059000+00:00,11369,90.595,1294,8.426,87
2026-09-13T13:53:28.184000+00:00,11369,33.817,1294,19.062,30
2026-09-13T13:53:28.620000+00:00,11369,65.615,1294,2.383,27
2026-09-13T13:53:28.688000+00:00,11369,2.763,1294,2.763,12
2026-09-13T13:53:28.709000+00:00,11369,72.63,1294,7.372,31
2026-09-13T13:53:28.923000+00:00,11369,41.092,1294,1.314,81
2026-09-13T13:53:28.928000+00:00,11369,14.741,1294,6.287,1
2026-09-13T13:53:28.940000+00:00,11369,+1 LAP,1294,13.038,77
2026-09-13T13:53:29.203000+00:00,11369,33.794,1294,19.054,30
2026-09-13T13:53:29.587000+00:00,11369,55.82,1294,5.728,5
2026-09-13T13:53:29.621000+00:00,11369,39.708,1294,6.162,63
2026-09-13T13:53:29.699000+00:00,11369,+1 LAP,1294,13.01,55
2026-09-13T13:53:30.086000+00:00,11369,+1 LAP,1294,13.116,77
2026-09-13T13:53:30.182000+00:00,11369,62.128,1294,6.477,43
2026-09-13T13:53:30.193000+00:00,11369,33.781,1294,19.049,30
2026-09-13T13:53:30.814000+00:00,11369,8.495,1294,5.697,3
2026-09-13T13:53:30.985000+00:00,11369,41.095,1294,1.387,81
2026-09-13T13:53:31.063000+00:00,11369,+1 LAP,1294,13.145,77
2026-09-13T13:53:31.344000+00:00,11369,+1 LAP,1294,17.31,11
2026-09-13T13:53:31.376000+00:00,11369,63.345,1294,1.217,41
2026-09-13T13:53:31.411000+00:00,11369,+1 LAP,1294,5.677,14
2026-09-13T13:53:31.969000+00:00,11369,39.689,1294,5.984,63
2026-09-13T13:53:32.016000+00:00,11369,72.807,1294,7.406,31
2026-09-13T13:53:32.032000+00:00,11369,14.742,1294,6.243,1
2026-09-13T13:53:32.313000+00:00,11369,+1 LAP,1294,5.481,14
2026-09-13T13:53:32.508000+00:00,11369,82.39099999999999,1294,9.917,22
2026-09-13T13:53:32.995000+00:00,11369,90.721,1294,8.397,87
2026-09-13T13:53:33.413000+00:00,11369,41.093,1294,1.404,81
2026-09-13T13:53:33.436000+00:00,11369,33.785,1294,19.016,30
2026-09-13T13:53:33.582000+00:00,11369,55.793,1294,5.615,5
2026-09-13T13:53:33.664000+00:00,11369,+1 LAP,1294,12.869,55
2026-09-13T13:53:33.748000+00:00,11369,65.697,1294,2.352,27
2026-09-13T13:53:33.769000+00:00,11369,+1 LAP,1294,9.074,23
2026-09-13T13:53:33.941000+00:00,11369,39.573,1294,5.756,63
2026-09-13T13:53:34.300000+00:00,11369,8.381,1294,5.618,3
2026-09-13T13:53:34.316000+00:00,11369,50.257,1294,9.162,10
2026-09-13T13:53:34.378000+00:00,11369,+1 LAP,1294,13.073,77
2026-09-13T13:53:34.972000+00:00,11369,39.517,1294,5.723,63
2026-09-13T13:53:35.003000+00:00,11369,+1 LAP,1294,17.126,11
2026-09-13T13:53:35.285000+00:00,11369,2.846,1294,2.846,12
2026-09-13T13:53:35.361000+00:00,11369,82.322,1294,9.83,22
2026-09-13T13:53:35.447000+00:00,11369,41.068,1294,1.495,81
2026-09-13T13:53:35.817000+00:00,11369,+1 LAP,1294,12.811,55
2026-09-13T13:53:35.946000+00:00,11369,39.489,1294,5.708,63
2026-09-13T13:53:36.025000+00:00,11369,62.245,1294,6.425,43
2026-09-13T13:53:36.067000+00:00,11369,73.083,1294,7.468,31
2026-09-13T13:53:36.067000+00:00,11369,+1 LAP,1294,4.697,14
2026-09-13T13:53:36.465000+00:00,11369,41.062,1294,1.545,81
2026-09-13T13:53:36.663000+00:00,11369,33.839,1294,19.031,30
2026-09-13T13:53:37.119000+00:00,11369,14.728,1294,6.233,1
2026-09-13T13:53:37.163000+00:00,11369,63.400999999999996,1294,1.156,41
2026-09-13T13:53:37.220000+00:00,11369,+1 LAP,1294,9.186,23
2026-09-13T13:53:37.395000+00:00,11369,41.057,1294,1.568,81
2026-09-13T13:53:37.845000+00:00,11369,+1 LAP,1294,13.184,77
2026-09-13T13:53:38.123000+00:00,11369,50.295,1294,9.203,10
2026-09-13T13:53:38.340000+00:00,11369,+1 LAP,1294,12.012,55
2026-09-13T13:53:38.511000+00:00,11369,82.436,1294,9.806,22
2026-09-13T13:53:38.655000+00:00,11369,2.906,1294,2.906,12
2026-09-13T13:53:39.094000+00:00,11369,39.462,1294,5.677,63
2026-09-13T13:53:39.266000+00:00,11369,+1 LAP,1294,4.287,14
2026-09-13T13:53:39.598000+00:00,11369,65.852,1294,2.451,27
2026-09-13T13:53:39.844000+00:00,11369,62.076,1294,6.283,43
2026-09-13T13:53:39.876000+00:00,11369,55.806,1294,5.549,5
2026-09-13T13:53:40.204000+00:00,11369,50.306,1294,9.211,10
2026-09-13T13:53:40.376000+00:00,11369,+1 LAP,1294,11.46,55
2026-09-13T13:53:40.532000+00:00,11369,14.625,1294,6.244,1
2026-09-13T13:53:40.626000+00:00,11369,+1 LAP,1294,17.25,11
2026-09-13T13:53:40.719000+00:00,11369,41.053,1294,1.591,81
2026-09-13T13:53:40.891000+00:00,11369,8.461,1294,5.615,3
2026-09-13T13:53:40.907000+00:00,11369,90.779,1294,8.388,87
2026-09-13T13:53:41.079000+00:00,11369,73.028,1294,7.331,31
2026-09-13T13:53:41.120000+00:00,11369,63.342,1294,1.266,41
2026-09-13T13:53:41.448000+00:00,11369,+1 LAP,1294,11.41,55
2026-09-13T13:53:41.726000+00:00,11369,82.507,1294,9.7,22
2026-09-13T13:53:42.350000+00:00,11369,+1 LAP,1294,9.357,23
2026-09-13T13:53:42.350000+00:00,11369,39.496,1294,5.657,63
2026-09-13T13:53:42.484000+00:00,11369,+1 LAP,1294,11.393,55
2026-09-13T13:53:42.684000+00:00,11369,50.356,1294,9.263,10
2026-09-13T13:53:43.528000+00:00,11369,33.88,1294,19.148,30
2026-09-13T13:53:43.528000+00:00,11369,3.097,1294,3.097,12
2026-09-13T13:53:43.690000+00:00,11369,55.871,1294,5.576,5
2026-09-13T13:53:43.791000+00:00,11369,90.757,1294,8.435,87
2026-09-13T13:53:43.811000+00:00,11369,66.02,1294,2.678,27
2026-09-13T13:53:43.996000+00:00,11369,41.172,1294,1.676,81
2026-09-13T13:53:44.176000+00:00,11369,8.431,1294,5.525,3
2026-09-13T13:53:44.400000+00:00,11369,+1 LAP,1294,17.465,11
2026-09-13T13:53:44.442000+00:00,11369,33.875,1294,19.139,30
2026-09-13T13:53:44.683000+00:00,11369,+1 LAP,1294,4.068,14
2026-09-13T13:53:44.717000+00:00,11369,50.365,1294,9.297,10
2026-09-13T13:53:44.948000+00:00,11369,+1 LAP,1294,13.553,77
2026-09-13T13:53:45.564000+00:00,11369,82.602,1294,9.519,22
2026-09-13T13:53:45.763000+00:00,11369,+1 LAP,1294,11.395,55
2026-09-13T13:53:45.818000+00:00,11369,50.367,1294,9.305,10
2026-09-13T13:53:45.846000+00:00,11369,55.907,1294,5.601,5
2026-09-13T13:53:45.904000+00:00,11369,+1 LAP,1294,13.556,77
2026-09-13T13:53:46.140000+00:00,11369,62.084,1294,6.278,43
2026-09-13T13:53:46.735000+00:00,11369,50.365,1294,9.308,10
2026-09-13T13:53:46.883000+00:00,11369,73.111,1294,7.259,31
2026-09-13T13:53:46.883000+00:00,11369,90.836,1294,8.4,87
2026-09-13T13:53:47.047000+00:00,11369,14.613,1294,6.152,1
2026-09-13T13:53:47.349000+00:00,11369,63.355,1294,1.271,41
2026-09-13T13:53:48.061000+00:00,11369,33.872,1294,19.131,30
2026-09-13T13:53:48.280000+00:00,11369,+1 LAP,1294,3.896,14
2026-09-13T13:53:48.311000+00:00,11369,55.943,1294,5.587,5
2026-09-13T13:53:48.873000+00:00,11369,39.245,1294,5.365,63
2026-09-13T13:53:48.998000+00:00,11369,8.541,1294,5.444,3
2026-09-13T13:53:49.045000+00:00,11369,+1 LAP,1294,11.193,55
2026-09-13T13:53:49.530000+00:00,11369,+1 LAP,1294,13.496,77
2026-09-13T13:53:49.795000+00:00,11369,39.235,1294,5.36,63
2026-09-13T13:53:49.889000+00:00,11369,62.071,1294,6.2,43
2026-09-13T13:53:50.030000+00:00,11369,66.061,1294,2.706,27
2026-09-13T13:53:50.061000+00:00,11369,50.401,1294,9.348,10
2026-09-13T13:53:50.202000+00:00,11369,90.983,1294,8.476,87
2026-09-13T13:53:50.311000+00:00,11369,55.953,1294,5.588,5
2026-09-13T13:53:50.358000+00:00,11369,+1 LAP,1294,9.43,23
2026-09-13T13:53:50.389000+00:00,11369,14.647,1294,6.216,1
2026-09-13T13:53:50.733000+00:00,11369,41.092,1294,1.847,81
2026-09-13T13:53:50.827000+00:00,11369,82.793,1294,9.765,22
2026-09-13T13:53:50.842000+00:00,11369,73.057,1294,7.037,31
2026-09-13T13:53:51.123000+00:00,11369,+1 LAP,1294,17.366,11
2026-09-13T13:53:51.217000+00:00,11369,63.387,1294,1.316,41
2026-09-13T13:53:51.217000+00:00,11369,33.933,1294,19.191,30
2026-09-13T13:53:51.358000+00:00,11369,55.966,1294,5.599,5
2026-09-13T13:53:51.608000+00:00,11369,41.089,1294,1.854,81
2026-09-13T13:53:51.733000+00:00,11369,3.507,1294,3.507,12
2026-09-13T13:53:51.983000+00:00,11369,,1294,6.164,43
2026-09-13T13:53:52.373000+00:00,11369,55.979,1294,5.614,5
2026-09-13T13:53:52.702000+00:00,11369,+1 LAP,1294,13.433,77
2026-09-13T13:53:53.295000+00:00,11369,50.487,1294,9.315,10
2026-09-13T13:53:53.311000+00:00,11369,+1 LAP,1294,9.514,23
2026-09-13T13:53:53.311000+00:00,11369,63.419,1294,1.348,41
2026-09-13T13:53:53.405000+00:00,11369,39.21,1294,5.338,63
2026-09-13T13:53:53.952000+00:00,11369,66.133,1294,2.746,27
2026-09-13T13:53:54.250000+00:00,11369,91.267,1294,8.665,87
2026-09-13T13:53:54.398000+00:00,11369,,1294,6.128,43
2026-09-13T13:53:54.708000+00:00,11369,3.573,1294,3.573,12
2026-09-13T13:53:54.753000+00:00,11369,+1 LAP,1294,17.538,11
2026-09-13T13:53:54.935000+00:00,11369,+1 LAP,1294,3.81,14
2026-09-13T13:53:55.203000+00:00,11369,14.738,1294,6.197,1
2026-09-13T13:53:55.273000+00:00,11369,41.064,1294,,81
2026-09-13T13:53:55.726000+00:00,11369,56.064,1294,5.663,5
2026-09-13T13:53:55.820000+00:00,11369,63.469,1294,1.398,41
2026-09-13T13:53:56.007000+00:00,11369,+1 LAP,1294,11.053,55
2026-09-13T13:53:56.064000+00:00,11369,66.153,1294,2.734,27
2026-09-13T13:53:56.444000+00:00,11369,34.089,1294,19.361,30
2026-09-13T13:53:56.447000+00:00,11369,+1 LAP,1294,9.566,23
2026-09-13T13:53:56.508000+00:00,11369,39.178,1294,5.245,63
2026-09-13T13:53:56.526000+00:00,11369,62.112,1294,6.159,43
2026-09-13T13:53:56.836000+00:00,11369,83.072,1294,9.961,22
2026-09-13T13:53:56.919000+00:00,11369,+1 LAP,1294,11.044,55
2026-09-13T13:53:57.009000+00:00,11369,8.782,1294,5.275,3
2026-09-13T13:53:57.115000+00:00,11369,73.102,1294,7.041,31
2026-09-13T13:53:57.525000+00:00,11369,62.107,1294,6.141,43
2026-09-13T13:53:57.783000+00:00,11369,3.642,1294,3.642,12
2026-09-13T13:53:57.884000+00:00,11369,63.506,1294,1.394,41
2026-09-13T13:53:58.340000+00:00,11369,+1 LAP,1294,3.568,14
2026-09-13T13:53:58.340000+00:00,11369,41.043,1294,1.865,81
2026-09-13T13:53:58.464000+00:00,11369,66.202,1294,2.733,27
2026-09-13T13:53:58.526000+00:00,11369,62.105,1294,6.126,43
2026-09-13T13:53:58.582000+00:00,11369,+1 LAP,1294,13.876,77
2026-09-13T13:53:58.913000+00:00,11369,56.075,1294,5.588,5
2026-09-13T13:53:58.947000+00:00,11369,63.516,1294,1.409,41
2026-09-13T13:53:59.362000+00:00,11369,91.332,1294,8.539,87
2026-09-13T13:53:59.740000+00:00,11369,8.625,1294,5.052,3
2026-09-13T13:53:59.847000+00:00,11369,+1 LAP,1294,17.515,11
2026-09-13T13:53:59.863000+00:00,11369,+1 LAP,1294,9.672,23
2026-09-13T13:53:59.887000+00:00,11369,63.522,1294,1.417,41
2026-09-13T13:54:00.009000+00:00,11369,34.093,1294,19.468,30
2026-09-13T13:54:00.083000+00:00,11369,50.456,1294,9.364,10
2026-09-13T13:54:00.583000+00:00,11369,66.205,1294,2.699,27
2026-09-13T13:54:00.639000+00:00,11369,+1 LAP,1294,11.099,55
2026-09-13T13:54:00.906000+00:00,11369,83.093,1294,10.036,22
2026-09-13T13:54:00.993000+00:00,11369,50.45,1294,9.361,10
2026-09-13T13:54:01.072000+00:00,11369,73.201,1294,7.068,31
2026-09-13T13:54:01.072000+00:00,11369,3.756,1294,3.756,12
2026-09-13T13:54:01.520000+00:00,11369,39.149,1294,5.06,63
2026-09-13T13:54:01.663000+00:00,11369,66.196,1294,2.68,27
2026-09-13T13:54:01.870000+00:00,11369,62.182,1294,6.118,43
2026-09-13T13:54:02.292000+00:00,11369,+1 LAP,1294,14.022,77
2026-09-13T13:54:02.547000+00:00,11369,66.195,1294,2.673,27
2026-09-13T13:54:02.894000+00:00,11369,8.701,1294,5.059,3
2026-09-13T13:54:03.117000+00:00,11369,73.199,1294,7.046,31
2026-09-13T13:54:03.183000+00:00,11369,63.532,1294,1.35,41
2026-09-13T13:54:03.262000+00:00,11369,15.012,1294,6.23,1
2026-09-13T13:54:03.334000+00:00,11369,+1 LAP,1294,3.468,14
2026-09-13T13:54:03.563000+00:00,11369,41.23,1294,2.081,81
2026-09-13T13:54:03.899000+00:00,11369,+1 LAP,1294,11.176,55
2026-09-13T13:54:04.263000+00:00,11369,+1 LAP,1294,10.055,23
2026-09-13T13:54:04.617000+00:00,11369,50.415,1294,9.351,10
2026-09-13T13:54:04.884000+00:00,11369,3.702,1294,3.702,12
2026-09-13T13:54:05.007000+00:00,11369,39.08,1294,4.987,63
2026-09-13T13:54:05.037000+00:00,11369,62.23,1294,6.155,43
2026-09-13T13:54:05.247000+00:00,11369,91.492,1294,8.42,87
2026-09-13T13:54:05.485000+00:00,11369,73.222,1294,7.02,31
2026-09-13T13:54:05.897000+00:00,11369,56.256,1294,5.8,5
2026-09-13T13:54:05.916000+00:00,11369,66.247,1294,2.715,27
2026-09-13T13:54:06.047000+00:00,11369,14.964,1294,6.339,1
2026-09-13T13:54:06.086000+00:00,11369,8.766,1294,5.01,3
2026-09-13T13:54:06.485000+00:00,11369,63.703,1294,1.473,41
2026-09-13T13:54:06.647000+00:00,11369,34.196,1294,19.583,30
2026-09-13T13:54:06.835000+00:00,11369,56.27,1294,5.82,5
2026-09-13T13:54:07.028000+00:00,11369,41.128,1294,2.048,81
2026-09-13T13:54:07.071000+00:00,11369,83.056,1294,9.954,22
2026-09-13T13:54:07.579000+00:00,11369,73.214,1294,7.009,31
2026-09-13T13:54:07.693000+00:00,11369,50.419,1294,9.376,10
2026-09-13T13:54:08.327000+00:00,11369,+1 LAP,1294,18.007,11
2026-09-13T13:54:08.599000+00:00,11369,73.197,1294,7.001,31
2026-09-13T13:54:09.120000+00:00,11369,14.996,1294,6.295,1
2026-09-13T13:54:09.264000+00:00,11369,66.421,1294,2.718,27
2026-09-13T13:54:09.264000+00:00,11369,+1 LAP,1294,14.309,77
2026-09-13T13:54:09.264000+00:00,11369,91.449,1294,8.356,87
2026-09-13T13:54:09.375000+00:00,11369,+1 LAP,1294,10.822,55
2026-09-13T13:54:09.595000+00:00,11369,73.19200000000001,1294,6.997,31
2026-09-13T13:54:09.864000+00:00,11369,8.692,1294,4.99,3
2026-09-13T13:54:09.864000+00:00,11369,34.12,1294,19.473,30
2026-09-13T13:54:09.924000+00:00,11369,3.738,1294,3.738,12
2026-09-13T13:54:10.513000+00:00,11369,56.302,1294,5.887,5
2026-09-13T13:54:10.887000+00:00,11369,+1 LAP,1294,11.508,23
2026-09-13T13:54:10.956000+00:00,11369,83.124,1294,9.923,22
2026-09-13T13:54:11.366000+00:00,11369,+1 LAP,1294,3.008,14
2026-09-13T13:54:11.507000+00:00,11369,+1 LAP,1294,18.192,11
2026-09-13T13:54:11.514000+00:00,11369,39.081,1294,4.885,63
2026-09-13T13:54:11.898000+00:00,11369,62.244,1294,5.988,43
2026-09-13T13:54:12.308000+00:00,11369,15.016,1294,6.25,1
2026-09-13T13:54:12.717000+00:00,11369,+1 LAP,1294,14.388,77
2026-09-13T13:54:12.785000+00:00,11369,62.25,1294,5.98,43
2026-09-13T13:54:12.886000+00:00,11369,73.196,1294,6.949,31
2026-09-13T13:54:12.981000+00:00,11369,50.628,1294,9.398,10
2026-09-13T13:54:13.062000+00:00,11369,83.148,1294,9.949,22
2026-09-13T13:54:13.124000+00:00,11369,+1 LAP,1294,10.774,55
2026-09-13T13:54:13.264000+00:00,11369,63.64,1294,1.396,41
2026-09-13T13:54:13.593000+00:00,11369,56.315,1294,5.896,5
2026-09-13T13:54:13.613000+00:00,11369,41.181,1294,2.1,81
2026-09-13T13:54:14.203000+00:00,11369,63.639,1294,1.389,41
2026-09-13T13:54:14.263000+00:00,11369,+1 LAP,1294,2.796,14
2026-09-13T13:54:14.683000+00:00,11369,34.199,1294,19.461,30
2026-09-13T13:54:14.747000+00:00,11369,+1 LAP,1294,18.271,11
2026-09-13T13:54:14.848000+00:00,11369,39.1,1294,4.98,63
2026-09-13T13:54:15.047000+00:00,11369,8.735,1294,4.997,3
2026-09-13T13:54:15.517000+00:00,11369,91.423,1294,8.367,87
2026-09-13T13:54:15.547000+00:00,11369,83.199,1294,9.977,22
2026-09-13T13:54:15.663000+00:00,11369,3.76,1294,3.76,12
2026-09-13T13:54:15.903000+00:00,11369,66.264,1294,2.624,27
2026-09-13T13:54:16.063000+00:00,11369,14.899,1294,6.207,1
2026-09-13T13:54:16.103000+00:00,11369,73.287,1294,6.866,31
2026-09-13T13:54:16.483000+00:00,11369,62.27,1294,5.968,43
2026-09-13T13:54:16.548000+00:00,11369,50.625,1294,9.497,10
2026-09-13T13:54:16.847000+00:00,11369,66.266,1294,2.627,27
2026-09-13T13:54:16.926000+00:00,11369,+1 LAP,1294,11.673,23
2026-09-13T13:54:16.996000+00:00,11369,41.246,1294,2.146,81
2026-09-13T13:54:17.450000+00:00,11369,+1 LAP,1294,2.713,14
2026-09-13T13:54:17.583000+00:00,11369,83.2,1294,9.986,22
2026-09-13T13:54:17.808000+00:00,11369,63.614,1294,1.344,41
2026-09-13T13:54:17.852000+00:00,11369,+1 LAP,1294,14.531,77
2026-09-13T13:54:18.366000+00:00,11369,+1 LAP,1294,18.485,11
2026-09-13T13:54:18.626000+00:00,11369,83.203,1294,10.006,22
2026-09-13T13:54:18.720000+00:00,11369,56.378,1294,5.75,5
2026-09-13T13:54:19.283000+00:00,11369,91.475,1294,8.351,87
2026-09-13T13:54:19.553000+00:00,11369,3.684,1294,3.684,12
2026-09-13T13:54:19.591000+00:00,11369,83.20400000000001,1294,10.012,22
2026-09-13T13:54:19.604000+00:00,11369,39.143,1294,4.944,63
2026-09-13T13:54:19.647000+00:00,11369,62.334,1294,6.019,43
2026-09-13T13:54:19.913000+00:00,11369,+1 LAP,1294,10.673,55
2026-09-13T13:54:20.447000+00:00,11369,66.263,1294,2.649,27
2026-09-13T13:54:20.680000+00:00,11369,+1 LAP,1294,2.315,14
2026-09-13T13:54:20.690000+00:00,11369,8.841,1294,5.081,3
2026-09-13T13:54:20.867000+00:00,11369,63.567,1294,1.233,41
2026-09-13T13:54:21.107000+00:00,11369,+1 LAP,1294,11.863,23
2026-09-13T13:54:21.215000+00:00,11369,15.0,1294,6.265,1
2026-09-13T13:54:21.382000+00:00,11369,91.471,1294,8.323,87
2026-09-13T13:54:21.814000+00:00,11369,41.362,1294,2.219,81
2026-09-13T13:54:22.262000+00:00,11369,56.339,1294,5.714,5
2026-09-13T13:54:22.548000+00:00,11369,+1 LAP,1294,18.251,11
2026-09-13T13:54:22.548000+00:00,11369,34.288,1294,19.276,30
2026-09-13T13:54:22.867000+00:00,11369,73.226,1294,6.962,31
2026-09-13T13:54:22.929000+00:00,11369,83.28399999999999,1294,10.088,22
2026-09-13T13:54:23.236000+00:00,11369,50.8,1294,9.619,10
2026-09-13T13:54:23.338000+00:00,11369,+1 LAP,1294,10.629,55
2026-09-13T13:54:23.540000+00:00,11369,66.251,1294,2.684,27
2026-09-13T13:54:23.776000+00:00,11369,73.228,1294,,31
2026-09-13T13:54:23.820000+00:00,11369,91.504,1294,8.305,87
2026-09-13T13:54:24.563000+00:00,11369,+1 LAP,1294,2.024,14
2026-09-13T13:54:24.657000+00:00,11369,8.786,1294,5.102,3
2026-09-13T13:54:24.688000+00:00,11369,62.35,1294,5.972,43
2026-09-13T13:54:25.453000+00:00,11369,34.287,1294,19.323,30
2026-09-13T13:54:25.797000+00:00,11369,3.657,1294,3.657,12
2026-09-13T13:54:25.814000+00:00,11369,91.47800000000001,1294,8.278,87
2026-09-13T13:54:26.063000+00:00,11369,+1 LAP,1294,14.695,77
2026-09-13T13:54:26.219000+00:00,11369,63.86,1294,1.51,41
2026-09-13T13:54:26.250000+00:00,11369,83.412,1294,10.125,22
2026-09-13T13:54:26.594000+00:00,11369,50.84,1294,9.594,10
2026-09-13T13:54:26.844000+00:00,11369,91.444,1294,8.241,87
2026-09-13T13:54:26.891000+00:00,11369,15.012,1294,6.171,1
2026-09-13T13:54:27.454000+00:00,11369,73.249,1294,6.986,31
2026-09-13T13:54:27.500000+00:00,11369,+1 LAP,1294,12.021,23
2026-09-13T13:54:28.032000+00:00,11369,39.581,1294,5.293,63
2026-09-13T13:54:28.032000+00:00,11369,91.429,1294,8.225,87
2026-09-13T13:54:28.047000+00:00,11369,+1 LAP,1294,17.03,11
2026-09-13T13:54:28.219000+00:00,11369,62.289,1294,5.95,43
2026-09-13T13:54:28.453000+00:00,11369,+1 LAP,1294,10.618,55
2026-09-13T13:54:28.532000+00:00,11369,34.397,1294,19.401,30
2026-09-13T13:54:28.625000+00:00,11369,66.268,1294,2.408,27
2026-09-13T13:54:28.875000+00:00,11369,56.44,1294,5.64,5
2026-09-13T13:54:28.922000+00:00,11369,+1 LAP,1294,14.669,77
2026-09-13T13:54:29.547000+00:00,11369,3.645,1294,3.645,12
2026-09-13T13:54:29.782000+00:00,11369,+1 LAP,1294,1.83,14
2026-09-13T13:54:29.813000+00:00,11369,63.9,1294,1.611,41
2026-09-13T13:54:29.813000+00:00,11369,41.582,1294,2.001,81
2026-09-13T13:54:30.562000+00:00,11369,73.271,1294,7.02,31
2026-09-13T13:54:30.670000+00:00,11369,39.56,1294,5.273,63
2026-09-13T13:54:30.884000+00:00,11369,15.029,1294,6.243,1
2026-09-13T13:54:30.929000+00:00,11369,8.781,1294,5.124,3
2026-09-13T13:54:31.060000+00:00,11369,91.419,1294,8.135,87
2026-09-13T13:54:31.420000+00:00,11369,50.974,1294,9.612,10
2026-09-13T13:54:31.435000+00:00,11369,+1 LAP,1294,12.135,23
2026-09-13T13:54:31.607000+00:00,11369,3.64,1294,3.64,12
2026-09-13T13:54:31.670000+00:00,11369,34.371,1294,19.355,30
2026-09-13T13:54:32.139000+00:00,11369,66.225,1294,2.325,27
2026-09-13T13:54:32.201000+00:00,11369,56.464,1294,5.624,5
2026-09-13T13:54:32.279000+00:00,11369,+1 LAP,1294,14.813,77
2026-09-13T13:54:32.701000+00:00,11369,41.565,1294,2.005,81
2026-09-13T13:54:33.123000+00:00,11369,83.486,1294,10.26,22
2026-09-13T13:54:33.592000+00:00,11369,+1 LAP,1294,12.185,23
2026-09-13T13:54:33.670000+00:00,11369,39.543,1294,5.146,63
2026-09-13T13:54:33.982000+00:00,11369,3.688,1294,3.688,12
2026-09-13T13:54:34.060000+00:00,11369,83.492,1294,10.264,22
2026-09-13T13:54:34.217000+00:00,11369,+1 LAP,1294,17.277,11
2026-09-13T13:54:34.326000+00:00,11369,0.0,1294,0.0,16
2026-09-13T13:54:34.326000+00:00,11369,91.537,1294,8.125,87
2026-09-13T13:54:34.686000+00:00,11369,8.814,1294,5.169,3
2026-09-13T13:54:34.826000+00:00,11369,62.416,1294,5.976,43
2026-09-13T13:54:35.514000+00:00,11369,34.309,1294,19.41,30
2026-09-13T13:54:35.654000+00:00,11369,+1 LAP,1294,14.948,77
2026-09-13T13:54:35.779000+00:00,11369,+1 LAP,1294,1.526,14
2026-09-13T13:54:35.811000+00:00,11369,41.612,1294,2.069,81
2026-09-13T13:54:35.873000+00:00,11369,73.525,1294,7.257,31
2026-09-13T13:54:36.045000+00:00,11369,3.706,1294,3.706,12
2026-09-13T13:54:36.109000+00:00,11369,+1 LAP,1294,12.27,23
2026-09-13T13:54:36.550000+00:00,11369,64.07300000000001,1294,1.657,41
2026-09-13T13:54:36.763000+00:00,11369,8.808,1294,5.168,3
2026-09-13T13:54:36.863000+00:00,11369,39.555,1294,5.184,63
2026-09-13T13:54:36.910000+00:00,11369,+1 LAP,1294,10.814,55
2026-09-13T13:54:37.048000+00:00,11369,3.698,1294,3.698,12
2026-09-13T13:54:37.119000+00:00,11369,56.638,1294,5.664,5
2026-09-13T13:54:37.219000+00:00,11369,15.034,1294,6.253,1
2026-09-13T13:54:37.717000+00:00,11369,83.527,1294,10.278,22
2026-09-13T13:54:38.083000+00:00,11369,3.691,1294,3.691,12
2026-09-13T13:54:38.283000+00:00,11369,+1 LAP,1294,12.32,23
