date,session_key,driver_number,meeting_key,pit_duration,lap_number,stop_duration,lane_duration,source_closure_retrieved_utc
2026-06-14T13:56:55.952000+00:00,11307,41,1287,24.01,37,4.3,24.01,2026-06-19T18:37:14.423843Z
2026-06-14T13:58:21.402000+00:00,11307,16,1287,22.125,39,2.5,22.125,2026-06-19T18:37:14.423843Z
2026-06-14T13:59:59.158000+00:00,11307,3,1287,22.786,40,3.0,22.786,2026-06-19T18:37:14.423843Z
2026-06-14T14:00:06.515000+00:00,11307,87,1287,23.901,39,4.0,23.901,2026-06-19T18:37:14.423843Z
2026-06-14T14:01:08.272000+00:00,11307,11,1287,23.912,39,3.3,23.912,2026-06-19T18:37:14.423843Z
2026-06-14T14:01:13.428000+00:00,11307,44,1287,22.837,41,2.8,22.837,2026-06-19T18:37:14.423843Z
2026-06-14T14:01:19.722000+00:00,11307,10,1287,23.31,40,3.8,23.31,2026-06-19T18:37:14.423843Z
2026-06-14T14:05:58.019000+00:00,11307,23,1287,777.7,34,,777.7,2026-06-19T18:37:14.423843Z
2026-06-14T14:20:20.533000+00:00,11307,5,1287,25.915,53,5.8,25.915,2026-06-19T18:37:14.423843Z
2026-06-14T14:23:04.365000+00:00,11307,55,1287,22.772,55,3.3,22.772,2026-06-19T18:37:14.423843Z
2026-06-14T14:25:54.289000+00:00,11307,6,1287,21.949,58,2.3,21.949,2026-06-19T18:37:14.423843Z
2026-06-14T14:27:44.973000+00:00,11307,31,1287,22.9,58,,22.9,2026-06-19T18:37:14.423843Z
2026-06-14T14:28:47.306000+00:00,11307,23,1287,22.703,50,3.2,22.703,2026-06-19T18:37:14.423843Z
