date,session_key,position,meeting_key,driver_number
2026-07-04T15:04:39.216000+00:00,11322,7,1289,44
2026-07-04T15:04:39.216000+00:00,11322,8,1289,12
2026-07-04T15:04:39.216000+00:00,11322,9,1289,16
2026-07-04T15:04:39.216000+00:00,11322,10,1289,63
2026-07-04T15:04:39.216000+00:00,11322,11,1289,81
2026-07-04T15:04:39.216000+00:00,11322,12,1289,3
2026-07-04T15:04:39.216000+00:00,11322,13,1289,1
2026-07-04T15:04:39.216000+00:00,11322,14,1289,6
2026-07-04T15:04:39.216000+00:00,11322,2,1289,27
2026-07-04T15:04:39.216000+00:00,11322,5,1289,30
2026-07-04T15:04:39.216000+00:00,11322,3,1289,31
2026-07-04T15:04:39.216000+00:00,11322,4,1289,11
2026-07-04T15:04:39.216000+00:00,11322,6,1289,18
2026-07-04T15:04:53.654000+00:00,11322,8,1289,44
2026-07-04T15:04:53.654000+00:00,11322,9,1289,12
2026-07-04T15:04:53.654000+00:00,11322,1,1289,16
2026-07-04T15:04:53.654000+00:00,11322,3,1289,27
2026-07-04T15:04:53.654000+00:00,11322,6,1289,30
2026-07-04T15:04:53.654000+00:00,11322,2,1289,87
2026-07-04T15:04:53.654000+00:00,11322,4,1289,31
2026-07-04T15:04:53.654000+00:00,11322,5,1289,11
2026-07-04T15:04:53.654000+00:00,11322,7,1289,18
2026-07-04T15:05:08.510000+00:00,11322,2,1289,44
2026-07-04T15:05:08.510000+00:00,11322,4,1289,27
2026-07-04T15:05:08.510000+00:00,11322,7,1289,30
2026-07-04T15:05:08.510000+00:00,11322,3,1289,87
2026-07-04T15:05:08.510000+00:00,11322,5,1289,31
2026-07-04T15:05:08.510000+00:00,11322,6,1289,11
2026-07-04T15:05:08.510000+00:00,11322,8,1289,18
2026-07-04T15:06:51.873000+00:00,11322,10,1289,12
2026-07-04T15:06:51.873000+00:00,11322,11,1289,63
2026-07-04T15:06:51.873000+00:00,11322,12,1289,81
2026-07-04T15:06:51.873000+00:00,11322,13,1289,3
2026-07-04T15:06:51.873000+00:00,11322,3,1289,1
2026-07-04T15:06:51.873000+00:00,11322,5,1289,27
2026-07-04T15:06:51.873000+00:00,11322,8,1289,30
2026-07-04T15:06:51.873000+00:00,11322,4,1289,87
2026-07-04T15:06:51.873000+00:00,11322,6,1289,31
2026-07-04T15:06:51.873000+00:00,11322,7,1289,11
2026-07-04T15:06:51.873000+00:00,11322,9,1289,18
2026-07-04T15:07:05.689000+00:00,11322,11,1289,12
2026-07-04T15:07:05.689000+00:00,11322,12,1289,63
2026-07-04T15:07:05.689000+00:00,11322,13,1289,81
2026-07-04T15:07:05.689000+00:00,11322,4,1289,3
2026-07-04T15:07:05.689000+00:00,11322,6,1289,27
2026-07-04T15:07:05.689000+00:00,11322,9,1289,30
2026-07-04T15:07:05.689000+00:00,11322,5,1289,87
2026-07-04T15:07:05.689000+00:00,11322,7,1289,31
2026-07-04T15:07:05.689000+00:00,11322,8,1289,11
2026-07-04T15:07:05.689000+00:00,11322,10,1289,18
2026-07-04T15:07:15.511000+00:00,11322,12,1289,12
2026-07-04T15:07:15.511000+00:00,11322,13,1289,63
2026-07-04T15:07:15.511000+00:00,11322,14,1289,81
2026-07-04T15:07:15.511000+00:00,11322,5,1289,6
2026-07-04T15:07:15.511000+00:00,11322,7,1289,27
2026-07-04T15:07:15.511000+00:00,11322,10,1289,30
2026-07-04T15:07:15.511000+00:00,11322,6,1289,87
2026-07-04T15:07:15.511000+00:00,11322,8,1289,31
2026-07-04T15:07:15.511000+00:00,11322,9,1289,11
2026-07-04T15:07:15.511000+00:00,11322,11,1289,18
2026-07-04T15:07:33.375000+00:00,11322,13,1289,12
2026-07-04T15:07:33.375000+00:00,11322,14,1289,63
2026-07-04T15:07:33.375000+00:00,11322,15,1289,81
2026-07-04T15:07:33.375000+00:00,11322,8,1289,27
2026-07-04T15:07:33.375000+00:00,11322,11,1289,30
2026-07-04T15:07:33.375000+00:00,11322,7,1289,43
2026-07-04T15:07:33.375000+00:00,11322,9,1289,31
2026-07-04T15:07:33.375000+00:00,11322,10,1289,11
2026-07-04T15:07:33.375000+00:00,11322,12,1289,18
2026-07-04T15:07:40.541000+00:00,11322,14,1289,12
2026-07-04T15:07:40.541000+00:00,11322,15,1289,63
2026-07-04T15:07:40.541000+00:00,11322,6,1289,81
2026-07-04T15:07:40.541000+00:00,11322,9,1289,27
2026-07-04T15:07:40.541000+00:00,11322,12,1289,30
2026-07-04T15:07:40.541000+00:00,11322,8,1289,43
2026-07-04T15:07:40.541000+00:00,11322,7,1289,87
2026-07-04T15:07:40.541000+00:00,11322,10,1289,31
2026-07-04T15:07:40.541000+00:00,11322,11,1289,11
2026-07-04T15:07:40.541000+00:00,11322,13,1289,18
2026-07-04T15:07:54.932000+00:00,11322,15,1289,12
2026-07-04T15:07:54.932000+00:00,11322,16,1289,63
2026-07-04T15:07:54.932000+00:00,11322,10,1289,27
2026-07-04T15:07:54.932000+00:00,11322,13,1289,30
2026-07-04T15:07:54.932000+00:00,11322,9,1289,43
2026-07-04T15:07:54.932000+00:00,11322,17,1289,5
2026-07-04T15:07:54.932000+00:00,11322,18,1289,41
2026-07-04T15:07:54.932000+00:00,11322,8,1289,87
2026-07-04T15:07:54.932000+00:00,11322,19,1289,55
2026-07-04T15:07:54.932000+00:00,11322,11,1289,31
2026-07-04T15:07:54.932000+00:00,11322,20,1289,23
2026-07-04T15:07:54.932000+00:00,11322,21,1289,77
2026-07-04T15:07:54.932000+00:00,11322,12,1289,11
2026-07-04T15:07:54.932000+00:00,11322,22,1289,14
2026-07-04T15:07:54.932000+00:00,11322,7,1289,10
2026-07-04T15:07:54.932000+00:00,11322,14,1289,18
2026-07-04T15:07:58.867000+00:00,11322,3,1289,12
2026-07-04T15:07:58.867000+00:00,11322,7,1289,81
2026-07-04T15:07:58.867000+00:00,11322,5,1289,3
2026-07-04T15:07:58.867000+00:00,11322,4,1289,1
2026-07-04T15:07:58.867000+00:00,11322,6,1289,6
2026-07-04T15:07:58.867000+00:00,11322,11,1289,27
2026-07-04T15:07:58.867000+00:00,11322,14,1289,30
2026-07-04T15:07:58.867000+00:00,11322,10,1289,43
2026-07-04T15:07:58.867000+00:00,11322,9,1289,87
2026-07-04T15:07:58.867000+00:00,11322,12,1289,31
2026-07-04T15:07:58.867000+00:00,11322,13,1289,11
2026-07-04T15:07:58.867000+00:00,11322,8,1289,10
